text1,text2,is_same
someone who writes plays,Belgian playwright and theatre director,0
a large fungus with viscid cap that dries and turns brown with age; gills are off-white,species of fungus,1
characterized by motion,art genre of artworks that contains movement,1
arranged without spaces between,"word or an unspaced phrase prefixed with the number sign, used to categorise a topic",1
"carry away rapidly and secretly, as if mysteriously",2001 Japanese animated film directed by Hayao Miyazaki,0
an artificial language proposed for use as an auxiliary international language; based on Volapuk but with a vocabulary selected on the basis of the maximum internationality of the roots,"international auxiliary language, published by the International Academy of the Universal Language in 1902 under the leadership of W. Rosenberger; a heavy revision of Volapük",1
rolled dough spread with cinnamon and sugar (and raisins) then sliced before baking,"airport in Yukon, Canada",0
any of various plants of the genus Peperomia; grown primarily for their often succulent foliage,genus of plants,1
an edible jelly (sweet or pungent) made with gelatin and used as a dessert or salad base or a coating for foods,family name,0
a knot used to fasten a rope temporarily to an object; usually tied double,clinical trial,0
maintain the same position; wait it out,1931 film by Lloyd Bacon,1
a heat engine in which ignition occurs outside the chamber (cylinder or turbine) in which heat is converted to mechanical energy,Wikimedia category,0
kit consisting of a complete outfit (clothing and accessories) for a new baby,collection of clothing and accessories for a newborn child,1
a witness who has knowledge not normally possessed by the average person concerning the topic that he is to testify about,file format,0
an edible jelly (sweet or pungent) made with gelatin and used as a dessert or salad base or a coating for foods,cycling team,0
screamer having a hornlike process projecting from the forehead,Wikimedia category,0
any of numerous small flat Atlantic food fish having smooth skin,bight in Australia,0
genus of western North American herbs having showy flowers,"genus of lizards, family of Anguidae",0
having a pointed toe,"boot with Cuban heel, rounded to pointed toe, high shaft, no lacing",1
inch long mollusk imported accidentally from Europe; clogs utility inlet pipes and feeds on edible freshwater mussels,species of mollusc,1
small quail-like terrestrial bird of southern Eurasia and northern Africa that lacks a hind toe; classified with wading birds but inhabits grassy plains,species of bird,1
small genus of shrubs and small trees of New Zealand: lacebarks,genus of plants,1
an adolescent girl wearing bobby socks (common in the 1940s),film directed by Glenn Tryon,0
the English language as used in the United States,"languages spoken by Indigenous peoples from Alaska and Greenland to the southern tip of South America, encompassing the land masses which constitute the Americas",0
larvae of a gelechiid moth introduced from Asia; feeds on the seeds of cotton bolls,doctoral thesis by Neil I. Morrison,0
genus of perennial rhizomatous herbs with flowers in panicles; North America; Japan,genus of plants,1
small genus of tropical American trees and shrubs with pinnate leaves and flat straight pods,species of plant,0
North American poplar with large rounded scalloped leaves and brownish bark and wood,"Helena, Mont. :Montana Natural Herit",0
small genus of Australian shrubs,species of plant,0
a small grey moth whose larvae live in apples and English walnuts,"Toronto :Dept. of Agriculture,[1911] | Canadiana.org (archive.org) View Book",0
an advertising measure; one agate line appearing in one million copies of a publication,family name,1
a family of Cephalotaxaceae,Wikimedia category,0
genus of deciduous trees and shrubs of tropical Africa and Asia,article,0
subclass of insects characterized by gradual and usually incomplete metamorphosis,Wikimedia category,0
having the polar diameter greater than the equatorial diameter,volume formed by rotating an ellipse around one of its axes; special case of ellipsoid,0
a strong metal bar bearing a hook to attach something to be pulled,One of the long bars between a pair of which an animal is harnessed to a carriage or other vehicle.,1
plant that is a source of strophanthin,species of plant,1
a disorder characterized by deposit of amyloid in organs or tissues; often secondary to chronic rheumatoid arthritis or tuberculosis or multiple myeloma,acquired metabolic disease that involves abnormal deposited of amyloid proteins in organs and/or tissues,1
type genus of the Chironomidae,family of insects,0
the person who directs the making of a film,chief over the camera and lighting crews working on a film,0
the beginning of a trail,the point at which a trail begins,1
(psychoanalysis) anxiety resulting from real or imagined threats to your sexual functions; originally applied only to men but can in principle apply to women,fear of emasculation in both the literal and metaphorical sense,1
a very small spaniel,dog breed,1
"a cross resembling the letter x, with diagonal bars of equal length",watercourse in Colombia,0
the basic unit of money in Brunei,currency,1
a form of social organization in which a female is the family head and title is traced through the female line,2005 video game,0
"an alphabetical listing of items (e.g., books in a library) with a separate card for each item",book about the LoC catalog,0
marketing via a promotion delivered directly to the individual prospective customer,Direct Marketing Company,0
brightly spotted crab of sandy beaches of the Atlantic coast of the United States,species of crustacean,1
sweet topping especially for pies made of beaten egg whites and sugar,music genre and national symbol in Haiti,0
a sedimentary rock consisting of sand consolidated with some cement (clay or quartz etc.),Geologic Unit,0
in a lustful manner,print in the National Gallery of Art (NGA 797),0
slender threadlike roundworms living in the blood and tissues of vertebrates; transmitted as larvae by biting insects,parasitic disease caused by a family of nematode worms,1
a French military decoration for gallantry,Greek military decoration,0
a mountain pass of great strategic and commercial value in the Hindu Kush on the border between northern Pakistan and western Afghanistan; a route by which invaders entered India,mountain pass connecting Afghanistan and Pakistan,1
transport by dematerializing at one point and assembling at another,theoretical transfering of matter or energy between two points without physically crossing between them,1
a genus of Chelonethida,species of crustacean,0
a storage pile accumulated for future use,article,0
old Scottish breed of small long-haired usually black terrier with erect tail and ears,painting by British (English) School,0
small semiaquatic salamander,species of amphibian,1
a landlocked republic in eastern Europe; formerly a European soviet but achieved independence in 1991,Moldova's principal government institution in charge of statistics and census data,0
an arm of the northwest Atlantic Ocean off the southeastern coast of Canada,Wikimedia category,0
a river in eastern Brazil flowing into the Atlantic Ocean,municipality of Brazil,0
type genus of the Ariidae: sea catfishes,genus of fishes,1
a family of Lemuroidea,genus of mammals,0
a tent with a fly front,"outer layer of a tent or piece of material which is strung up using rope as a minimalist, stand-alone shelter",1
the fielding position of the player on a baseball team who is stationed near the third of the bases in the infield (counting counterclockwise from home plate),video game,0
type genus of the family Portunidae,species of crustacean,0
a candle lighted by a worshiper in a church,"Outdoor assembly of people carrying candles, held after sunset in order to show support for a specific cause",1
a computer program that checks a computer for viruses and prevents their spread,computer software to defend against malicious computer viruses,1
compensation for death or injury suffered by a worker in the course of his employment,"insurance for injuries during employment, in exchange for relinquishing the right to sue the employer",1
"standard time in the 6th time zone west of Greenwich, reckoned at the 90th meridian; used in the central United States",Czechoslovakia broadcasting company,0
western subspecies of northern oriole,"scholarly article published in The Auk, January 1890",0
the capital of Gabon,association football club,0
a national park in South Dakota featuring bison herds and limestone caverns,Wikimedia category,0
type genus of the Formicidae,Irish-Italian actor,0
a means of digital communications that is capable of very high speeds; suitable for transmission of images or voice or video as well as data,"Bangladeshi film and television actor, director and screenwriter",0
someone who plays the harpsichord,"French composer, organist, and harpsichordist",0
hybridization using a single trait with two alleles (as in Mendel's experiments with garden peas),mm,1
a method of painting in which the pigments are mixed with water and a binder; used for painting posters or murals or stage scenery,Infectious disease,0
the ratio of the distance traveled (in kilometers) to the time spent traveling (in hours),article,0
ride on horseback,horse riding,1
a large fast warship; smaller than a battleship and larger than a destroyer,United States blues-rock band,0
mole of southern Africa having iridescent guard hairs mixed with the underfur,article,0
a suborder of Sauropterygia,Wikimedia category,0
showing great reverence for god,painting by Edward T. Smyth,0
the basic unit of money in Myanmar,Protein found in Drosophila melanogaster,0
a genus of Tetranychidae,genus of arthropods,1
shrubby or herbaceous low-growing evergreen perennials,family name,0
a large collection of African townships to the southwest of Johannesburg in South Africa; inhabited solely by Black Africans,British jazz musician,0
owing feudal allegiance to or being subject to a sovereign,French feudatory (1100-1080),0
of a region of the United States generally including Ohio; Indiana; Illinois; Iowa; Missouri; Kansas; Nebraska; and sometimes Michigan; Wisconsin; Minnesota,article,0
the usual or familiar type,"New York :The Grafton press,1906. | University of California Libraries (archive.org) View Book",0
a stately court dance of the 16th and 17th centuries,"street in Nieuw-Vennep, the Netherlands",0
a person who shoes horses,British artist,0
the narrow central part of the cerebellum between the two hemispheres,species of reptile,0
very desirable,Film editor,1
the logical analysis of mathematical reasoning,article,0
any of several plants of the genus Digitalis,Crude drug,0
eels that live in fresh water as adults but return to the sea to spawn,Wikimedia template,0
evergreen woody twiner with large glossy leaves and showy corymbs of fragrant white trumpet-shaped flowers,species of plant,1
a genus of Tettigoniidae,genus of insects,1
having no handle,beer glassware,1
type genus of the Pristidae,article,0
a powerful short-haired African hunting dog having a crest of reversed hair along the spine,dog breed,1
like the sounds of frogs and crows,voice type,0
a fern of the genus Dryopteris,species of plant,1
Paleozoic plants,family of plants,1
a country in northeastern Africa on the Somali peninsula; formerly under French control but became independent in 1997,a series in the National Archives and Records Administration's holdings,0
genus of North American herbs: columbo; includes some species sometimes placed in genus Swertia,"Public research university in British Columbia, Canada",0
found off Atlantic coast of North America,"English actor, dramatist and critic",0
a store that sells alcoholic beverages for consumption elsewhere,Called collection points for parcel shipments.,0
edible young shoots of bamboo,edible shoots of many bamboo species,1
the Yuman language spoken by the Kiliwa,species of insect,0
a division of the United States Army that is specially trained for guerilla fighting,United States Army special operations service branch,1
the capital and chief port and largest city of Liberia,architectural structure,0
the compass point midway between south and southwest,geographic direction between south and southwest,1
the enormous gorge of the Colorado River in northern Arizona,"village in Arizona, United States",0
a genus of Gobiidae,species of Actinopterygii,0
genus of poisonous herbs: henbane,subgenus of plants,0
stock held by stockholders of record on a given date,British record producer,0
sandpiper-like shorebird of Pacific coasts of North America and South America,Wikimedia category,0
a speech of exhortation attempting to instill enthusiasm and determination in a team or staff,Dutch interview podcast,0
shrubby tree of Madagascar occasionally cultivated for its edible apple-shaped fruit,article,0
small genus of Australian shrubs,article,0
in a signal manner,American musician,0
a United States program of economic aid for the reconstruction of Europe (1948-1952); named after George Marshall,collection in the National Archives and Records Administration's holdings,0
a unit of temperature equal to one-thousandth of a degree,doctoral thesis by Orest G. Symko,1
an amendment to the Constitution of the United States adopted in 1920; guarantees that no state can deny the right to vote on the basis of sex,To permit the state to sign the Good Friday Agreement,1
Italian pope from 1775 to 1799 who served during the French Revolution; Napoleon attacked the Papal States and in 1797 Pius VI was taken to France where he died (1717-1799),drawing in the National Gallery of Art (NGA 95429),0
the region lying on or over the stomach (just below the sternum),upper central region of the abdomen,1
genus of herbs with flowers that resemble gentian; in some classifications included in genus Gentiana,doctoral thesis,0
a thick soft cake with a porous texture; cooked on a griddle,food,1
an annuity scheme wherein participants share certain benefits and on the death of any participant his benefits are redistributed among the remaining participants; can run for a fixed period of time or until the death of all but one participant,card game,0
eels that live in fresh water as adults but return to the sea to spawn,journal article; published in African Zoology in 1984,0
an antifungal and antibiotic (trade names Mycostatin and Nystan) discovered in New York State; derived from soil fungi actinomycetes,pharmaceutical drug,1
a stitch made by looping the thread several times around the needle before inserting it into the fabric,French knotting craft,0
inflammation of the intestine (especially the small intestine); usually characterized by diarrhea,article,0
take away a vital or essential part of,removal of some or all of the organs of the gastrointestinal tract,1
the fielding position of the player on a baseball team who is stationed near the third of the bases in the infield (counting counterclockwise from home plate),"baseball team and Major League Baseball franchise in Milwaukee, Wisconsin, United States",0
very large deep-water snake mackerel,journal article; published in African Zoology in 2017,0
a nearly horizontal passage from the surface into a mine,"entrance of an adit, tunnel or cave to day light",0
an agaric with a cap that is densely covered with reddish fibrils and pale gills and stalk,species of fungus,1
type genus of the Gerrididae,genus of insects,1
(Greek mythology) the goddess of health; daughter of Aesculapius and sister of Panacea,"healthcare organization in Athens, Greece",0
a piece of furniture that provides a place to sleep,InterPro Domain,0
a wooden warship of the 19th century that is plated with iron or steel armor,ship class,0
"the branch of zoology that studies eggs (especially birds' eggs and their size, shape, coloration, and number)","London :Bentley,1888. | American Museum of Natural History Library View Book",0
of Florida wetlands,1889 | American Museum of Natural History Library View Book (External),0
someone who makes or repairs articles of silver,"Hopi painter, silversmith, farmer, writer, and educator",0
a picturesque city of southern California on San Diego Bay near the Mexican border; site of an important naval base,neighborhood in Madrid,0
a breed or medium-sized poodles,"group of dog breeds, originating from continental Western Europe (either Germany or France)",1
the capital and chief port and largest city of Liberia,"human settlement in Alabama, United States of America",0
the highest court in most states of the United States,"official record of the rulings, orders, case tables, and other proceedings of the Supreme Court of the United States",0
"slender cosmopolitan, pelagic shark; blue body shades to white belly; dangerous especially during maritime disasters",species of fish,1
fibrillation of heart muscles resulting in interference with rhythmic contractions of the ventricles and possibly leading to cardiac arrest,heart conduction disease that is characterized by abnormal electrocardiogram (ECG) findings and an increased risk of sudden cardiac death,0
a missile designed to be launched from an airplane at a target on the ground,air-to-ground missile built by Nord Aviation,0
a relatively large open container that you fill with water and use to wash the body,large container for holding water in which a person may bathe,1
long-tailed brilliantly colored parrot of Central America and South America; among the largest and showiest of parrots,Mayan queen,0
a Dravidian language spoken by the Telugu in southeastern India,abugida from the Brahmic family of scripts,0
a fur or leather pouch worn at the front of the kilt as part of the traditional dress of Scottish Highlanders,English footballer,0
(of telephone numbers) not listed in the telephone directory;  (British usage),book that has lists of phone numbers of people and businesses,1
order of fungi having a closed ascocarp (cleistothecium) with the asci scattered rather than gathered in a hymenium,family of fungi,0
a tropical Old World flowering vine with red or orange warty fruit,species of plant,1
a closed political meeting,"political party in Nova Scotia, Canada",0
the Turkic language spoken by the Azerbaijani,ethnic group,0
the dialect of Spanish spoken in Mexico,dialect of Spanish spoken and written in Mexico,1
traditional Chinese cuisine; a variety of foods (including several kinds of steamed or fried dumplings) are served successively in small portions,Chinese dim sum dish,0
a lake in southwestern Sweden; the largest lake in Sweden,"lighthouse on Vänern in Säffle Municipality, Sweden",0
a piece of furniture that provides a place to sleep,2011 single by Rihanna,0
a family of aquatic fungi of order Chytridiales,genus of fungi,0
having four sides,quadrilateral in which the diagonals cross at right angles,0
a floor covering,Italian actor and banjoist,0
a pudding made with strained split peas mixed with egg,pudding dish,1
evergreen liana widely cultivated for its variegated foliage,article,0
type genus of the Notonectidae: backswimmers,article,0
the 17th letter of the Roman alphabet,actor,0
type genus of the Motacillidae: wagtails,species of bird,0
a small sponge cake with a synthetic cream filling,book by Gordon Korman,0
"the acetylated derivative of salicylic acid; used as an analgesic anti-inflammatory drug (trade names Bayer, Empirin, and St. Joseph) usually taken in tablet form; used as an antipyretic; slows clotting of the blood by poisoning platelets",American bicycle racer,0
operate in or through,journal,1
a condition of regular or proper arrangement,Polish state order for extraordinary and distinguished service,0
brown rat that infests wharves,species of mammal,1
traditional Chinese cuisine; a variety of foods (including several kinds of steamed or fried dumplings) are served successively in small portions,song performed by Eiffel,0
a constellation in the northern hemisphere near Cygnus and Sagitta,species of Gastropoda,0
a morbid fear of freezing,A state of low tempature,1
a stately court dance of the 16th and 17th centuries,1887 composition by Gabriel Fauré,0
a function word that combines with a noun or pronoun or noun phrase to form a prepositional phrase that can have an adverbial or adjectival relation to some other word,preposition in the English language,0
(from 16th to 19th centuries) gates set across a road to prevent passage until a toll had been paid,road,0
Polemoniaceae; Solanaceae; Boraginaceae; Labiatae; Lentibulariaceae; Pedaliaceae; in some classifications includes the order Scrophulariales,order of plants,1
a whip for controlling horses,"short type of whip without a lash, used in horseback riding",1
statements affirming or denying certain matters of fact that you are prepared to prove,oath whereby a subject or citizen acknowledges a duty of allegiance and swears loyalty to the state,0
shrub with dark-green glossy foliage and solitary pale yellow flowers; northern China,Wikimedia category,0
African tree having rather lightweight cedar-scented wood varying in color from pink to reddish brown,"species of plant, Sapele",1
type and sole genus of the family Mycoplasmataceae,bacterial pneumonia caused by the genus Mycoplasma,1
East Indian evergreen tree bearing very acid fruit,Wikimedia category,0
of or relating to or consisting of a quarter,journal,1
any tropical American plant of the genus Tropaeolum having pungent juice and long-spurred yellow to red flowers,species of plant,0
genus of chiefly tropical American shrubs and trees having pinnate leaves and red or white flowers,genus of plants,1
inflammation of the female pelvic organs (especially the Fallopian tubes) caused by infection by any of several microorganisms (chiefly gonococci and chlamydia); symptoms are abdominal pain and fever and foul-smelling vaginal discharge,InterPro Domain,0
a genus of Astacidae,"Pittsburgh :Carnegie Institute,1905 | Smithsonian Libraries View Book",0
a very tall building with many stories,album by Paul Banks,0
annual of southern United States and Mexico having bristly leaves and pale yellow flowers,species of plant,1
cow-like creature with the glossy coat of a horse and the agility of a goat and the long horns of an antelope; characterized as a cow that lives the life of a goat,Wikimedia category,0
inflammation of the female pelvic organs (especially the Fallopian tubes) caused by infection by any of several microorganisms (chiefly gonococci and chlamydia); symptoms are abdominal pain and fever and foul-smelling vaginal discharge,2012 video game,0
the fielding position of the player on a baseball team who is stationed near the third of the bases in the infield (counting counterclockwise from home plate),type of electricty transmission of railways,0
a stout cotton fabric with nap on only one side,soft woven fabric with a lightly napped surface,1
small tender herb grown for its fluffy brushlike blue to lavender blooms,species of plant,1
a tear gas that is weaker than CS gas but lasts longer,chemical compound,1
poisonous Old World spurge; adventive in America; seeds yield a purgative oil,species of plant,1
a post bearing a sign that gives directions or shows the way,organization,0
carry off mysteriously; as if by magic,2001 Japanese animated film directed by Hayao Miyazaki,0
(of a leaf shape) cleft nearly to the midrib in broad divisions not separated into distinct leaflets,type of compound leaf,0
tropical evergreen subshrubs (some climbers) to trees of Asia and Australasia to Americas,genus of plants,1
white-flowered annual European herb bearing triangular notched pods; nearly cosmopolitan as an introduced weed,genus of plants,0
an industrial union of mine workers in North America,North American labor union,1
not open to question; obviously true,journal article; published in 2015,0
a scone made by dropping a spoonful of batter on a griddle,"thin, round cake made of eggs, milk and flour",1
genus of tropical Old World trees: nitta trees,article,0
goddess of love and beauty and daughter of Zeus in ancient mythology; identified with Roman Venus,2010 album by Kylie Minogue,0
egg-shaped terra cotta wind instrument with a mouthpiece and finger holes,species of annelid,0
a mineral (fluosilicate of aluminum) that occurs in crystals of various colors and is used as a gemstone,album by The Rippingtons,0
large genus of Malaysian trees with milky juice and leathery leaves,species in the genus Palaquium (family Sapotaceae),0
a variety of chalcid fly,"Washington, D.C. :U.S. Dept. of Agriculture,1920. | U.S. Department of Agriculture, National Agricultural Library View Book",1
North American elm having rough leaves that are red when opening; yields a hard wood,species of plant,1
a cardinalfish found in tropical Atlantic coastal waters,species of fish,1
tropical African woody vine yielding calabar beans,Wikimedia category,0
an order of dicotyledonous plants of the subclass Asteridae; have opposite leaves and an inferior compound ovary,municipality of Spain,0
type genus of the family Syngnathidae,species of Actinopterygii,0
a photograph made by an early photographic process; the image was produced on a silver plate sensitized to iodine and developed in mercury vapor,"photographs made by the process called daguerreotype, which produces a direct positive image on a silver-coated copper plate.",1
a deep narrow steep-sided valley (especially one formed by running water),family name,0
tropical American tree bearing a small edible fruit with green leathery skin and sweet juicy translucent pulp,"village in Bengkayang, West Kalimantan Province, Indonesia",0
a spoon for serving sugar; often made in the shape of a seashell,drawing in the National Gallery of Art (NGA 25977),0
a batted or served ball that skims along close to the ground,A fuse designed to detonate an aerial bomb at or above ground level,1
an order of animals including almost entirely freshwater fishes: characins; loaches; carp; suckers; sometimes classified as a suborder of Ostariophysi,order of fishes,1
North American plant similar to common dogbane,species of plant,1
erect perennial aquatic herb of Europe and North America having submerged spongy leaves and pendulous racemes of blue flowers above the water,Wikimedia category,0
a bronze containing up to 30% nickel,a series in the National Archives and Records Administration's holdings,1
(architecture) the exterior angle formed by the junction of a sloping side and a sloping end of a roof,music genre consisting of a stylized rhythmic music that commonly accompanies rapping,1
small genus of South American evergreen vines,subspecies of plant,0
part of the Arctic Ocean to the north of Siberia and to the east of the Barents Sea; icebound most of the year,"island group in the Kara Sea, Russia",0
small genus of South American evergreen vines,species of plant,0
a cap worn by sailors,"hat with a gored crown and stitiched brim, worn by enlisted Naval personnel",1
genus of marine sea slugs,Wikimedia category,0
stout hairy annual of eastern North America with sweet yellow fruits,species of plant,1
the larger but less populous of two main islands of New Zealand; separated from North Island by Cook Strait,southernmost and largest of the two main islands in New Zealand,1
pretentious superficiality of knowledge,mountain in Somalia,1
a Dravidian language (closely related to Tamil) that is spoken in southwestern India,language spoken in Kerala and Lakshadweep of India,1
a dress that is tailored like a coat and buttons up the front,women's tailored dress cut to resemble an overcoat,1
a flamboyant deceiver; one who attracts customers with tricks or jokes,1921 film by Bert Wynne,0
a mountainous landlocked communist state in southeastern Asia; achieved independence from France in 1949,article,0
a store selling a limited variety of food and pharmaceutical items; open long hours for the convenience of customers,small store that stocks a range of everyday items,1
tortilla with meat filling baked in tomato sauce seasoned with chili,human settlement in Mexico,0
old Scottish breed of small long-haired usually black terrier with erect tail and ears,"American Scottish Terrier, belonging to former U.S. President George W. Bush and former U.S. First Lady Laura Bush",0
a sentence (in the indicative mood) that makes a declaration,"textual unit consisting of one or more words that are grammatically linked, expressing a complete thought in non-functional linguistics",0
in a narrow-minded manner,strict adherence to traditional beliefs,1
South American evergreen tree or shrub,species of plant,1
the act of making immune (especially by inoculation),article,0
schizophrenia characterized by mild symptoms or by some preexisting tendency to schizophrenia,Human disease,0
small genus of tropical American timber trees closely allied to genus Albizia,variety of plant,0
the fifth month of the Islamic calendar,fifth month of the Islamic calendar,1
used for working in gardens or yards,"Joplin, Mo. :Oakley-Pate Seed Co.,[1923?] | U.S. Department of Agriculture, National Agricultural Library",0
an offer of two for the price of one,episode of NCIS (S15 E2),0
capital of North Korea and an industrial center,"theatre in Pyongyang, North Korea",0
tranquilizer and antidepressant (trade name Triavil) sometimes used as an antiemetic for adults,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a perphenazine stimulus. Perphenazine is a phenothiazine derivative having a",0
a battle in which Mexican forces defeated the French in 1862,part of the French intervention in Mexico,1
the capital and largest city of Nepal,capital of Nepal,1
most common grey shark along coasts of middle Atlantic states; sluggish and occasionally caught by fishermen,article,0
to exhaust by excessive cultivation,preparation of soil by mechanical agitation,1
type genus of the family Aplysiidae,moon of Saturn,0
a genus of Psittacidae,article,0
any of three colors from which all others can be obtained by mixing,"A color television system in which the primary color information is transmitted in successive images, and which relies on the human vision system to fuse the successive images into a color picture.",0
a river in southern Florida that flows westerly to the Gulf of Mexico; forms the western end of the Cross-Florida Waterway,multiple listing in the U.S. National Register of Historic Places,0
a nuclear reactor that uses controlled nuclear fission to generate energy,device to initiate and control a sustained nuclear chain reaction,1
the branch of international law that deals with territorial and international waters or with shipping or with ocean fishery etc.,Wikimedia category,0
a mountain range in northwest Wyoming; contains the Grand Teton,Wikimedia category,0
gauge for measuring the diameter of wire,unit of length,0
a genus of protoctist,genus of algae,1
the final resolution of the main complication of a literary or dramatic work,resolution of the action or solution to the problem presented in a narrative work,1
a genus of Mimidae,species of mammal,0
a cooking utensil consisting of a flat rectangular metal sheet used for baking cookies or biscuits,Flat bakeware,1
the forward tip of the upper of a shoe or boot that provides space and protection for the toes,subspecies of reptile,1
small stocky Mexican fish; popular aquarium fish,place in Greece,0
univalve,article,1
a condition of regular or proper arrangement,Soviet award for Heroism in combat or long service in the armed forces,0
a chair designed by Charles Eames; originally made of molded plywood; seat and back shaped to fit the human body,chair designed by Charles and Ray Eames,1
of Eurasia and Greenland and North America,article,0
a person regarded as nonexistent and having no rights; a person whose existence is systematically ignored (especially for ideological or political reasons),something that is not a person,1
any of several junipers with wood suitable for making pencils,species of plant,1
either of two low shelters on either side of a baseball diamond where the players and coaches sit during the game,"canyon in the Book Cliffs in Carbon County, Utah, United Sates",0
a year that is not a leap year,common year starting on Tuesday,0
a hole (usually in wood) with the top part enlarged so that a screw or bolt will fit into it and lie below the surface,type of conical-shaped cutter used to cut holes in materials,1
any shrub or tree of the genus Banksia having alternate leathery leaves apetalous yellow flowers often in showy heads and conelike fruit with winged seeds,series of plants,0
common in north Atlantic coastal waters of the United States,article,0
type genus of the family Portunidae,species of insect,0
the fictional character of a rabbit who appeared in tales supposedly told by Uncle Remus and first published in 1880,board game,0
a pistol for firing Very-light flares,firearm that launches flares,1
small order of basidiomycetous fungi comprising families Nidulariaceae and Sphaerobolaceae,Wikimedia category,1
a figure on the surface of a sphere bounded by arcs of 3 or more great circles,plane figure bounded by a chain of segments closing in a loop,1
the political orientation of a Utopian who believes in impossibly idealistic schemes of social perfection,ideology based on the premise that advances in science and technology could and should bring about a utopia,0
Brazilian palm of genus Euterpe whose leaf buds are eaten like cabbage when young,painting by Dawidi,0
a small shallow-draft boat carrying mounted guns; used by costal patrols,naval watercraft designed for bombardment of coastal targets,1
containing or secreting mucus,"slippery secretion produced by, and covering, mucous membranes",1
a merchant who owns or manages a shop,United States Coast Guard rating,0
any of several plants of the genus Physaria having racemose yellow flowers and inflated pods,genus of plants,1
type genus of the family Lepadidae,Yugoslavian-Serbian singer from BiH,0
a woman entrusted with the care and supervision of a child (especially in a private home),Lady Governess to the Princesses Margaret Tudor and Mary Tudor,0
a family of cycads often included in the family Cycadaceae: zamias,genus of plants,0
a combat support agency in the Department of Defense responsible for developing and operating and supporting information systems to serve the needs of the President and the Secretary of Defense and the Joint Chiefs of Staff,American animator and film director,0
garment consisting of a long wide piece of woolen cloth worn over the shoulders with an opening for the head; part of a monastic habit,article,0
a prismatoid whose bases are polygons having the same number of sides and whose other faces are trapezoids or parallelograms,mountain in Australia,0
an aggressive war waged by Louis XIV against Spain and the Holy Roman Empire and England and Holland and other states (1689-1697),Wikimedia template,0
someone who loves (and usually collects) books,love of books,0
of or relating to or constituting the nucleus of an atom,journal,0
a Russian unit of length (1.067 km),Russian unit of length,1
a non-market economy in which government intervention is important in allocating goods and resources and determining prices,system of government where the means of production are socially owned,1
using the name of a part for that of the whole or the whole for the part; or the special for the general or the general for the special; or the material for the thing made of it,figure of speech,1
a theocratic Islamic republic in the Middle East in western Asia; Iran was the core of the ancient empire that was known as Persia until 1935; rich in oil,"city in Iran, Esfahan province",0
a means of digital communications that is capable of very high speeds; suitable for transmission of images or voice or video as well as data,public transport company of Milan,0
hysteria with cataleptic symptoms,"psychomotor symptom of catatonia, abnormal maintenance of postures",1
a counterweight for a sliding sash,"made of one or more movable panels, or ""sashes""",1
a genus of Serranidae,species of Actinopterygii,0
a large circular room,American professional wrestler,0
the Scots' term for an English person,"lake in Ontario, Canada",0
a piece of soft absorbent paper (usually two or more thin layers) used as a disposable handkerchief,brand name for a variety of paper-based products,1
compile an anthology,collection of creative works chosen by the compiler,1
Old World herbs and subshrubs: candytuft,genus of plants,1
the downward slope of a hill,skiing variation,0
large genus of evergreen lianas of tropical America,"Chicago, Ill. :Field Museum of Natural History,1982. | University Library, University of Illinois Urbana Champaign View Book",0
rapid handwriting in which letters are set down in full and are cursively connected within words without lifting the writing implement from the paper,Unicode block,0
type genus of the Gerreidae,species of fish,0
unreasonably rigid in the face of argument or entreaty or attack,village in Iran,1
European annual grown for forage; seeds used for food in India and for stock elsewhere,species of plant,1
a merchant who owns or manages a shop,capital and largest city of Italy,0
Italian painter and sculptor (1884-1920),granddaughter of Modigliani,0
shaped in the form of a pitcher,pitcher shaped organ or appendace of a plant,1
a small sponge cake with a synthetic cream filling,song,0
incapable of being contested or disputed,article,0
tropical usually epiphytic ferns; Africa to Asia and Polynesia to Australia,species of plant,1
the stitch that ties a group of parallel threads together in fagoting,"open, looped embroidery stitch worked alternately to the right and left of a central rib",1
the system of accentuation used in a particular language,"part of linguistics concerned with elements of speech that are not individual phonetic segments, but properties of syllables and larger units of speech",1
of Atlantic coastal waters; commonly used for bait,species of fish,1
an army corps that was organized in World War II but is no longer a separate branch of the United States Army,association football club,0
a Scandinavian language (closely related to Icelandic) that is spoken on the Faroe Islands,autonomus constituent country of the Kingdom of Denmark,0
the group action of a collection of people or animals or vehicles moving ahead in more or less regular formation,organized body of people walking in a formal or ceremonial manner,1
the practice of offering something (usually money) in order to gain an illicit advantage,municipality in the Netherlands,0
any of several plants of the genus Digitalis,genus of plants,1
a nuclear reactor that uses controlled nuclear fission to generate energy,"street in Frederiksberg Municipality, Denmark",0
a leaven of dough in which fermentation is active; used by pioneers for making bread,lithostratigraphic unit,0
type genus of the Pyralidae,species of insect,0
"standard time in the 7th time zone west of Greenwich, reckoned at the 105th meridian west; used in the mountain states of the United States",cell line,0
South American fibrous-rooted begonias having prominent basal leaf lobes suggesting angels' wings and racemes of coral-red flowers,cultivar of plant,1
a genus of Hydrobatidae,subspecies of bird,0
a fungus similar to an earthstar except that it does not open up; the spore mass is brown at maturity with a column of sterile tissue extending up into it,species of fungus,1
having or making equal angles,a series in the National Archives and Records Administration's holdings,0
or genus Arabis: erect cress widely distributed throughout Europe,species of plant,1
