text1,text2,is_same
a musician who plays a carillon,musician playing the carillon,1
common respiratory infection characterized by inflammation of the trachea and the bronchi,type of lower respiratory disease,1
a gown worn by the bride at a wedding,song by Onyanko Club,0
inflammation of the uterine cervix,article,0
an optical device for projecting images of celestial bodies and other astronomical phenomena onto the inner surface of a hemispherical dome,live album by Mortification,0
a genus of Trochilidae,genus of birds,1
a small grey moth whose larvae live in apples and English walnuts,species of insect,1
persuasion by the use of direct personal pressure,single by The Tragically Hip,1
genus of herbs with flowers that resemble gentian; in some classifications included in genus Gentiana,genus of plants,1
the phrase used by the official censor of the Roman Catholic Church to say that a publication has been examined and contains nothing offensive to the church,Wikimedia category,0
a farmer who works land owned by someone else,person residing on and farming land owned by a landlord,1
the case officer designated to perform an act during a clandestine operation (especially in a hostile area),a series in the National Archives and Records Administration's holdings,1
a problem that severely tests the ability of an inexperienced person,statement that the angles opposite the equal sides of an isosceles triangle are themselves equal,1
large cylindrical or flattened mostly tropical insects with long strong legs that feed on plants; walking sticks and leaf insects,species of reptile,0
the basic unit of money in Trinidad and Tobago,currency,1
a genus of bee; some are important pollinators of legumes,genus of insects,1
the monthly discharge of blood from the uterus of nonpregnant women from puberty to menopause; ; --Hippocrates; --Aristotle,"The cyclic, physiologic discharge through the vagina of blood and endometrial tissues from the nonpregnant uterus.",1
genus of rhizomatous perennial or biennial herbs with numerous sometimes fragrant flowers in long cylindrical racemes; Mediterranean region to Caucasus; sometimes placed in family Asphodelaceae,genus of plants,1
the highest court in most states of the United States,South Australian judge,0
a mineral (fluosilicate of aluminum) that occurs in crystals of various colors and is used as a gemstone,car model,0
eat an early morning meal,American pop group,0
a wage earner who is served with a garnishment,American legal process for collecting a monetary judgment directly from a debtor's wages or assets,1
the basic unit of money in the Congo,currency of the Democratic Republic of Congo,1
type genus of the Sillaginidae,species of fish,0
a republic in West Africa; established in 1822 by Americans as a way to free negro slaves,association football club,0
(architecture) the exterior angle formed by the junction of a sloping side and a sloping end of a roof,subgenre of contemporary R&B music,0
the central part of a city,Fictional city from the DC Comics universe,0
English rock star and bass guitarist and songwriter who with John Lennon wrote most of the music for the Beatles (born in 1942),"musician, writer",0
a ship equipped like a lighthouse and anchored where a permanent lighthouse would be impracticable,river in England,0
someone who has hemophilia and is subject to uncontrollable bleeding,"Human genetic disease that impairs the body's ability to make blood clots, a process needed to stop bleeding",1
small bushy yew of northern Florida having spreading branches and very narrow leaves,species of plant,1
(of a roof) constructed with a single slope on each side of the ridge supported at the end by a gable or vertical triangular portion of an end wall,generally triangular portion of a wall between the edges of a dual-pitched roof,1
factory where workers do piecework for poor pay and are prevented from forming unions; common in the clothing industry,2009 film,0
a genus of Chelonethida,species of insect,0
oil from nuts of oil palms especially the African oil palm,Government agency in Malaysia,0
used in some classification systems for the genus Russula,family of fungi in the order Russulales,1
"a unit of information equal to 1024 gibibits or 2^40 (1,099,511,627,776) bits",unit of information,1
paint with distemper,dog disease,0
a leaf from a fig tree,song by Kevin MacLeod,0
small fly whose larvae damage wheat and other grains,article,0
the Lateran Council in 1179 that condemned the heresies of the Albigenses and the Waldenses,synod,1
(Greek mythology) one of three sisters who were the givers of beauty and charm; a favorite subject for sculptors,researcher,0
a peninsula in southwestern Asia that forms the Asian part of Turkey,Asian part of Turkey,1
type genus of the Polygalaceae: milkwort; senega; snakeroot,"[New York :s.n.],1891. | Wellesley College Library (archive.org) View Book",0
any of several plants of the genus Calochortus having egg-shaped flowers,genus of plants,1
(meteorology) winds spiraling outward from a high pressure center; circling clockwise in the northern hemisphere and counterclockwise in the southern,opposite to a cyclone,1
someone who marries one person while already legally married to another,"American tailor, bigamist",0
type genus of the Meropidae,"Greek mythical character, daughter of Merops",0
a small plastic magnetic disk enclosed in a stiff envelope with a radial slit; used to store data or programs for a microcomputer,removable disk storage medium,1
"any of several very tall, late blooming tulips bearing large squarish flowers on sturdy stems",genus of bulbous flowering plants,1
an extraordinary writ commanding an official to perform a ministerial act that the law recognizes as an absolute duty and not a matter for the official's discretion; used only when all other judicial remedies fail,Judicial phrase,1
type genus of the Laniidae: typical shrikes,species of bird,0
trade name for an alloy used to make high-energy permanent magnets; contains aluminum and iron and nickel plus cobalt or copper or titanium,"family of iron alloys which in addition to iron are composed primarily of aluminium (Al), nickel (Ni) and cobalt (Co)",1
pretentious or showy or vulgar display,display intended to excite admiration or applause,1
widely cultivated South African perennial having flower heads with orange to flame-colored rays,Scientific publication,0
a portrait showing the body from only the waist up,drawing at the Cleveland Museum of Art,0
low spreading tree of Indonesia yielding an orange to brown gum resin (gamboge) used as a pigment when powdered,species of plant,1
make an explosive sound,article,1
a family of plants of order Geraniales; have drupaceous fruit,family of plants,1
the first month of the Islamic calendar,Islah in Al Makhadir District in Ibb Governorate in Yemen,0
a religion founded in Iran in 1863; emphasizes the spiritual unity of all humankind; incorporates Christian and Islamic tenets; many adherents live in the United States,"monotheistic religion founded by Bahá'u'lláh in 1863 in Iran; grew from  Bábísm, itself an outgrowth of Shia Islam; sees religions as fundamentally unified, founded by different Manifestations of God; affirms the unity of all people",1
a missile designed to be launched from one airplane at another,second generation version of the AIM-9 heat-seeking air-to-air missile,0
fast-growing tree of India and East Indies yielding a wood used especially for building,species of plant,1
type genus of the Saururaceae: lizard's-tails,article,0
guppies,"species of fish, the guppy",1
a native or resident of Rhode Island,Wikimedia template,0
a small vascular growth on the surface of a mucous membrane,genus of fungi,0
a genus of fungi belonging to the family Tilletiaceae,species of fungus,0
most plentiful skate in North American inshore waters in summer; to 21 inches,article,0
Greek philosopher who was a student of Aristotle and who succeeded Aristotle as the leader of the Peripatetics (371-287 BC),species of insect,0
an optical device for projecting images of celestial bodies and other astronomical phenomena onto the inner surface of a hemispherical dome,"public research university in Virginia, United States",0
a genus of protoctist,genus of seaweed,1
a kitchen appliance for baking waffles; the appliance usually consists of two indented metal pans hinged together so that they create a pattern on the waffle,drawing in the National Gallery of Art (NGA 15846),0
small order of primitive ungulates of the Paleocene and Eocene,"Chicago :Field Museum of Natural History,1939. | University Library, University of Illinois Urbana Champaign View Book",0
bellflower of southeastern United States (Maryland to Georgia) having pale blue flowers,species of plant,1
of or relating to or transmitted by a member of the family Muridae (rats and mice),a similar syndrome to human AIDS that occurs in mice infected with mouse leukemia viruses,1
in the manner of Voltaire,"French writer, historian, and philosopher",1
having or affected by a fever,exhibition,0
a port on the island of Saint Lucia; capital and largest city of Saint Lucia,French officer,0
a ship's small boat (usually rowed by 4 or 6 oars),two-masted sailing craft similar to a sloop or cutter,1
(botany) main root of a plant growing straight downward from the stem,American band,1
acting to neutralize acid (especially in the stomach),article,0
flap consisting of a piece of canvas that can be drawn back to provide entrance to a tent,"outer layer of a tent or piece of material which is strung up using rope as a minimalist, stand-alone shelter",1
light hollow muffin made of a puff batter (individual Yorkshire pudding) baked in a deep muffin cup,"light, hollow roll made from an egg batter",1
a militant group of extremist Sunnis who believe themselves the only correct interpreters of the Koran and consider moderate Muslims to be infidels; seek to convert all Muslims and to insure that its own fundamentalist version of Islam will dominate the world,"primary  school in Kigumba I, Uganda",0
moth whose larvae attack dried fruits and cereal products,species of insect,1
an ancient tradition still sometimes observed; a male member of the family kills a female relative for tarnishing the family image,Iraqi honor killing victim,0
a means of digital communications that is capable of very high speeds; suitable for transmission of images or voice or video as well as data,request for comments publication,0
a delicious freshwater food fish,watercourse in Canada,0
a portrait showing the body from only the waist up,painting by Jean Auguste Dominique Ingres,0
coextensive with the family Auriculariaceae; sometimes included in the order Tremellales,order of fungi,1
slanting diagonally across the grain of a fabric,partiality that prevents objective consideration of an issue or situation,1
a Finnic language spoken by the Veps,"members of the order Hymenoptera which are not ants nor bees (compare Q1065202, Q1076176)",0
a fully automatic pistol; a small submachine gun,pistol capable of fully automatic fire,1
any of several flowering weeds of the genus Boehmeria lacking stinging hairs,species of plant,0
straight chair having a shaped seat and a back of many spindles,drawing in the National Gallery of Art (NGA 16367),0
the polytheistic nature religion of modern witchcraft whose central deity is a mother goddess; claims origins in pre-Christian pagan religions of western Europe,episode of Charmed (S1 E10),0
perennial bog herb having dark red flowers and decumbent broadly winged pitchers forming a rosette; of northeastern North America and naturalized in Europe especially Ireland,variety of carnivorous plant in the family Sarraceniaceae,0
(British informal) cross-eyed,Esotropia is a strabismus in which the eye turns inward toward the nose,1
a city in southern West Virginia,"Louisville, USA",0
of vessels whose keel is not far below the waterline,the vertical distance between the waterline and the bottom of the hull (keel),1
a militant Islamic fundamentalist political movement that opposes peace with Israel and uses terrorism as a weapon; seeks to create an Islamic state in place of Israel; is opposed to the PLO and has become a leading perpetrator of terrorist activity in Israel; pioneered suicide bombing,governorate of Syria,0
salad tossed with a dressing,US sitcom (1993–2004),1
a fungus family of the division Lichenes,genus of Lecanoromycetes,0
a pointed iron hand tool that is used to separate strands of a rope or cable (as in splicing),"set of processes used to make, repair, and use rope",1
a family of Cephalotaxaceae,family of plants,1
used in some especially older classifications; coextensive with the family Anatidae,suborder of birds,1
common summer-flowering woodland herb of Labrador to Colorado,painting by Mary Vaux Walcott,0
a Hebrew minor prophet,male given name,1
one of two spiral bands of tissue connecting the egg yolk to the enclosing membrane at either end of the shell,structure inside an egg that suspends the yolk,1
written declaration made under oath; a written statement sworn to be true before someone legally authorized to administer an oath,someone who makes an affidavit or declaration under oath,0
gear with the thread of a worm,rotating machine,1
a blood disorder characterized by a lower concentration of hydrogen ions in the blood (which rises above 7.45 on the pH scale),result of a process reducing hydrogen ion concentration of arterial blood plasma (alkalemia),1
lacking intelligence,1386th strip of the webcomic xkcd,0
a monarchy in northwestern Europe; headquarters for the European Union and for the North Atlantic Treaty Organization,people originating from the Kingdom of Belgium,0
bourbon and sugar and mint over crushed ice,mixed alcoholic drink,1
a long narrow lagoon near the mouth of a river,estuary in Ukraine,0
an accountant who has passed certain examinations and met all other statutory and licensing requirements of a United States state to be certified by that state,title of qualified accountants in many countries,1
one of the veins that drain the ovaries; the right opens into the inferior vena cava; the left opens into the left renal vein,article,0
referring to the first of two things or persons mentioned (or the earlier one or ones of several),building used for bingo; often former theatres or cinemas,0
a cup (usually without a handle),type of still life painting; generally includes expensive food such as exotic fruit or fish and valuable objects such as a covered beaker,0
a committee appointed to consider ethical issues,system of moral principles of the practice of medicine,0
plant of western North America to Mexico; poisonous especially to grazing animals,variety of plant,0
type genus of the family Argonautidae: paper nautilus,genus of molluscs,1
provide with new seats,movement to refurbish and rebuild Church of England churches and cathedrals,1
Athenian general who defeated the Persians at Marathon (540-489),athenian statesman and military hero,1
genus of evergreen trees or shrubs with white funnel-shaped flowers and milky sap; tropical Africa to southeastern Asia and Polynesia,species of plant,0
the ratio of the output to the input of any system,journal,1
any informal meal eaten outside or on an excursion,album by John Craigie,0
having a coating of stain or varnish,journal article; published in 1957,0
an archipelago of small islands off the southwestern coast of England near the entrance to the English Channel; formerly a haven for smugglers and pirates,airline,0
"exempt by means of an official pass or letter, as from customs or other checks",German biophysicist,0
the assimilation of atmospheric nitrogen by soil bacteria and its release for plant use on the death of the bacteria,"the process in which nitrogen is taken from its relatively inert molecular form (N₂) in the atmosphere and converted into nitrogen compounds useful for other chemical processes, such as ammonia, nitrate and nitrogen dioxide",1
incapable of being perceived or known,view that certain metaphysical claims – such as the existence of God or the supernatural – are unknown and perhaps unknowable,1
(of animals that have several estrous cycles in one breeding season) in a period of sexual inactivity,"A type of ovulation cycle, which occurs in most mammalian therian females, where the endometrium is resorbed if pregnancy does not occur.",1
extremely pungent leaves used fresh or dried as seasoning for especially meats,female given name,1
in former classifications considered a suborder of Rodentia coextensive with the order Lagomorpha: gnawing animals,mirorder of mammals,1
affect or be affected with dry rot,"Washington :U.S. G.P.O.,1913. | U.S. Department of Agriculture, National Agricultural Library View Book",0
"any of various herbs of the genus Cardamine, having usually pinnate leaves and racemes of white, pink or purple flowers; cosmopolitan except Antarctic",subspecies of plant,0
move with a sling,ranged weapon,1
a long plume (especially one of egret feathers) worn on a hat or a piece of jewelry in the shape of a plume,species of bird,0
a large commercial and industrial city in northeastern Texas located in the heart of the northern Texas oil fields,ice hockey team of the National Hockey League,0
Hindu discipline aimed at training the consciousness for a state of perfect spiritual insight and tranquility that is achieved through the three paths of actions and knowledge and devotion,"style of paintings by Japanese artists, made in accordance with Western (European) traditional conventions, techniques and materials",0
of or relating to or espousing operationalism,"process of defining the measurement of a phenomenon that is not directly measurable, though its existence is indicated by other phenomena",1
a merchant who owns or manages a shop,sale of goods and services from individuals or businesses to the end-user,0
large European sandpiper with greenish legs,species of bird,1
a cell that arises from the asexual division of a parent sporozoan during its life cycle,Electron-dense organelle with a granular internal matrix found throughout the merozoite life cycle stage of apicomplexan parasites; contains proteins destined to be secreted into the parasitophorous vacuole following parasite invasion of a host cell.,1
an act undertaken to increase your own power and influence or to draw attention to your own importance,television series,0
swelling of the brain due to the uptake of water in the neuropile and white matter,human disease,1
(election) a ballot that is cast while absent (usually mailed in prior to election day),ballot cast by someone unable or unwilling to attend their assigned polling station,1
a thick soft cake with a porous texture; cooked on a griddle,character from 2000 film 'The Ultimate Christmas Present',0
a Dutch colony in North America along the Hudson and lower Delaware rivers although the colony centered in New Amsterdam; annexed by the English in 1664,Wikimedia list article,0
an inflammation of the mucous membrane lining the nose (usually associated with nasal discharge),Human disease,0
a medicine that inhibits cholinesterase by combining with it and so has a cholinergic effect,drugs that inhibit cholinesterases,1
a stinkhorn having a stalk without a cap; the slimy gleba is simply plastered on its surface near the apex where winged insects can find it,Wikimedia category,0
a desert in central China,desert in China and Mongolia,1
a genus of fish in the family Caproidae,genus of fishes,1
a ditch with one side being a retaining wall; used to divide lands without defacing the landscape,album by Natalie Gauci,0
(of type or print) having a blank line between lines of type,horizontal space between sentences in typeset text,0
a raccoon cap with the tail hanging down the back,episode,0
put or thrust suddenly and forcefully,"genre of popular music which originated in its modern form in the late-1950s, deriving from rock and roll",1
relating to or lying near the palate,consonant articulated with the body of the tongue against the hard palate,1
in former classifications a major division of Mammalia comprising all hoofed mammals; now divided into the orders Perissodactyla (odd-toed ungulates) and Artiodactyla (even-toed ungulates),group of large mammals that use the tips of their toes or hoofs to walk on,1
widespread genus of herbs or softwood arborescent shrubs cultivated for their showy flowers,genus of plants,1
North American plant similar to true licorice and having a root with similar properties,species of plant,1
Hindu discipline aimed at training the consciousness for a state of perfect spiritual insight and tranquility that is achieved through the three paths of actions and knowledge and devotion,yoga posture,0
a small order comprising only the tree shrews: in some classifications tree shrews are considered either primates (and included in the suborder Prosimii) or true insectivores (and included in the order Insectivora),Wikimedia category,0
predatory black-and-white toothed whale with large dorsal fin; common in cold seas,article,0
make less natural or unnatural,process by which a non-citizen in a country may acquire citizenship or nationality of that country,1
small genus of evergreen shrubs of the Mediterranean region,species of plant,0
a veterinarian who treats horses,"New York :O. Judd,c1886. | Library of Congress",0
genus of annual or perennial Old World prickly thistles,genus of plants,1
(bridge) a playing card with a value sufficiently high to insure taking a trick in a particular suit,knot that creates a fixed thicker point on an otherwise uniform thickness rope for the purpose of preventing unreeving,1
a colloidal gel in which water is the dispersion medium,network of polymer chains that are hydrophilic,1
a husband who murders his wife,killing of one's wife,1
a small vascular growth on the surface of a mucous membrane,species of Chilopoda,0
small birds of the Old World tropics having bright plumage and short wide bills,species of bird,1
a shade of brown that is yellowish or reddish; it is a greenish shade of brown when used to describe the color of someone's eyes,city,0
a mobile mass of muscular tissue covered with mucous membrane and located in the oral cavity,tongue cancer that is located in the squamous cells of the tongue,1
a faint constellation in the southern hemisphere near Sagittarius and Capricornus,instrument used to see objects that are too small for the naked eye,0
changing a particular word or phrase,To permit the state to sign the Good Friday Agreement,1
larvae of a gregarious North American moth that spins a web resembling a carpet rather than a tent; serious defoliator of deciduous trees,Wikimedia category,0
a thin explosive device inside an envelope or package and detonated when opened,Wikimedia category,0
a genus of Psittacidae,article,0
(formerly) a horse-drawn wagon that delivered ice door to door,railroad car designed to carry perishable freight at specific temperatures,1
a variety of goldenrod,species of plant,1
any chemical agent that destroys bacteria,primary immunodeficiency disease where phagocytes have a diminished ability to fight bacterial infection,0
the person who plays right field,Wikimedia category,0
a financial instrument whose value is based on another security,"The chemical reactions and pathways resulting in the formation of tetrahydrofolate, 5,6,7,8-tetrahydrofolic acid, a folate derivative bearing additional hydrogens on the pterin group.",0
someone who is peevish or disgruntled,river in Quebec (Canada),1
a Finnic language spoken by the Ingrian,"Finnic language spoken by the Izhorians of Ingria, Russia",1
take watchful responsibility for,temporary childcare provider,1
plant of southern and southeastern United States grown for its yellow flowers that can be dried,species of plant,1
shrub with trifoliate leaves and yellow flowers followed by backward curving seed pods; leaves foetid when crushed,species of plant,1
frequent and watery bowel movements; can be a symptom of infection or food poisoning or colitis or a gastrointestinal tumor,Film and television composer,0
genus of chiefly American perennial leafy-stemmed orchids: lady's slippers; sometimes includes species of genus Paphiopedilum,subgenus of plants,0
a military combat vehicle on wheels with light armor (and usually a machine gun),South African armored car family,0
any of various salads having chopped potatoes as the base,Turkish style potato salad,0
a trader who exchanges goods and not money,Spanish composer (1648-1706),0
a genus of bristly herbs and shrubs of the family Boraginaceae,species of plant,0
an order of dicotyledonous plants of the subclass Asteridae; have opposite leaves and an inferior compound ovary,spanish painter,0
a Finnic language spoken by the Veps,language spoken by the Vepsians belonging to the Finnic group of the Uralic languages,1
a musician who plays the saxophone,"American jazz saxophonist, composer, and record producer",0
any of various South American plants of the genus Alstroemeria valued for their handsome umbels of beautiful flowers,genus of plants,1
a student who holds one of the scholarships endowed by the will of Cecil J. Rhodes that enables the student to study at Oxford University,Aboriginal Australian Rhodes Scholar and an Assoc Lecturer in Anthropology at the University of Adelaide,0
subject to repayment,non-repayable funds disbursed by one party to a recipient,1
a constellation in the southern hemisphere near Dorado and Columba,painter,0
the process whereby printing surfaces (plates or cylinders) are produced by photographic methods,printmaking technique,0
an eleven-sided polygon,11-sided polygon,1
a United States military decoration awarded for meritorious service (except in aerial flight),award for long or distinguished service,0
Celtic goddess famous for her beauty; mother of Dylan,figure in Welsh mythology,1
flour made by grinding the entire wheat berry including the bran; (`whole meal flour' is British usage),"Washington,Govt. print. off.,1913. | University of California Libraries (archive.org) View Book",0
something that demonstrates a lack of professional competency,someone who researches their local area's history,1
a sedimentary rock consisting of sand consolidated with some cement (clay or quartz etc.),group of Australia's oldest universities,0
an order of protoctist,order of algae,1
a quadrilateral with two parallel sides,convex quadrilateral with at least one pair of parallel sides,1
small slow-growing deciduous shrubby tree of dry sandy barrens of southeastern United States having leaves with bristle-tipped lobes resembling turkey's toes,article,0
a building containing an oast (a kiln for drying hops); usually has a conical or pyramidal roof,"Sundridge with Ide Hill, Sevenoaks, Kent, TN14",0
plant of southern and southeastern United States grown for its yellow flowers that can be dried,heraldic figure,0
an order of dicotyledonous plants including Moraceae and Urticaceae and Ulmaceae,Wikimedia template,0
"oil consisting chiefly of olein that is expressed from lard and used especially as a lubricant, cutting oil or illuminant",drawing in the National Gallery of Art (NGA 20344),1
(American football) a running play in which a back running in one direction hands the ball to a back running in the opposite direction,American post-hardcore band,0
paddle used to play table tennis,sports equipment,1
a rack consisting of one or more bars on which towels can be hung,ukiyo-e print designed by the Japanese artist Suzuki Harunobu,1
a mineral (fluosilicate of aluminum) that occurs in crystals of various colors and is used as a gemstone,researcher,0
European perennial with mottled flowers of purple and pink; sometimes cultivated for fodder or as green manure,species of plant,1
the first month of the Islamic calendar,1st day of Muharram in the Islamic calendar,0
organic compounds containing the group -COX where X is a halogen atom,any chemical compound having a halogen atom bonded to an acyl group,1
comedy that uses black humor,2009 film directed by Robert Townsend,0
small lobster of southern Africa,species of crustacean,1
an antifungal and antibiotic (trade names Mycostatin and Nystan) discovered in New York State; derived from soil fungi actinomycetes,article,0
the molecular weight of a substance expressed in grams; the basic unit of amount of substance adopted under the Systeme International d'Unites,"SI unit of substance amount, Avogadro's number of elementary entities",1
a musician who plays the saxophone,"Czech fluteist, composer, jazz musician, multiinstrumentalist, educator and saxophonist",0
a large faint constellation in the southern hemisphere containing most of the Small Magellanic Cloud,book by Amaury Ribeiro Jr.,0
a closure of the larynx that blocks the passage of air to the lungs,disorder in which the adductor muscles of the vocal cords exhibit increased activity leading to laryngeal spasm,1
a direction finder that gives a bearing by determining the direction of incoming radio signals,radio navigation system which operates by finding the bearing of a radio signal,1
type genus of the family Mimidae: mockingbirds,genus of birds,1
the virus that produces stunting and yellowing of the leaves of potato plants,species of virus,1
bog shrub of north temperate zone having bitter-tasting fragrant leaves,species of plant,1
a kingbird that breeds in the southeastern United States and winters in tropical America; similar to but larger than the eastern kingbird,species of bird,1
of Canada and northeastern United States,species of mammal,1
an alloy of copper and zinc,alloy of copper and zinc,1
leafy wildflower having fragrant slender white or pale pink trumpet-shaped flowers; southwestern United States and northern Mexico,human settlement in Mexico,0
a small faint zodiacal constellation in the southern hemisphere; between Virgo and Scorpius,zodiac constellation in the southern celestial hemisphere,1
a morel with the ridged and pitted fertile portion attached to the stipe for about half its length,species of fungus,1
the trait of refusing to repent,repentance of sins,1
malignant bone tumor; most common in children and young adults where it tends to affect the femur,bone cancer that is located in bone that has material basis in cells of mesenchymal origin,1
according to the Old Testament he was a pagan king of Israel and husband of Jezebel (9th century BC),"King of Israel, the son and successor of Omri, and the husband of Jezebel; portrayed in the Hebrew Bible as a wicked person",1
a cap worn by sailors,"hat with a gored crown and stitiched brim, worn by enlisted Naval personnel",1
a small portable pad that provides traction for the ball of a computer mouse,desktop environment for Unix-like operating systems,0
eat an early morning meal,album,0
seedless green table grape of California,grape,1
the branch of Shinto recognized as the official state religion of Japan,series of strategy video games,0
in some classifications included in the family Droseraceae,family of plants,1
the capital of French Polynesia on the northwestern coast of Tahiti,schooner built in 1891 by Matthew Turner,0
a crocheted or knitted garment covering the upper part of the body,sportsperson taking part in ski jumping competitions,0
a fast maneuverable fighter plane designed to intercept enemy aircraft,motorcycle,0
someone who marries one person while already legally married to another,article,0
a coordinate system for which the coordinates of a point are its distances from a set perpendicular lines that intersect at the origin of the system,coordinate system,1
a stately court dance of the 16th and 17th centuries,film director,0
the person responsible for driving a herd of cattle,character from 1973 film 'One Little Indian',1
either of two skull bones between the frontal and occipital bones and forming the top and sides of the cranium,article,0
an opaque adjustable flap on a lamp fixture; used in photography to cut off light from particular areas,island in the United States of America,0
a photoelectric cell that uses a strip of selenium,electrical device that converts the energy of light directly into electricity by the photovoltaic effect,1
paper that has been waterproofed by treatment with wax or paraffin,paper that is made moisture-proof through the application of wax,1
a master's degree in business,researcher,0
a cgs unit of dynamic viscosity equal to one dyne-second per square centimeter; the viscosity of a fluid in which a force of one dyne per square centimeter maintains a velocity of 1 centimeter per second,album by The Myriad,0
an electrical switch operated by pressing,Technology,0
Athenian lawmaker whose code of laws prescribed death for almost every offense (circa 7th century BC),constellation in the northern celestial hemisphere,1
not used in all classifications; in some classifications considered coextensive with the Lemuroidea; in others includes both Lemuroidea and Tarsioidea,suborder of mammals,1
of or relating to the nature of a usufruct,"real right of enjoying the fruits and benefits of a property, without necessarily that of owning it, selling it as a full property to a third party, occupying it or using it directly",1
divination by fire or flames,pieces of ox scapula or turtle plastron used for pyromancy in ancient China,0
periapsis in orbit around the moon,point at which a celestial body is the closest to the object it orbits,1
a small order comprising only the tree shrews: in some classifications tree shrews are considered either primates (and included in the suborder Prosimii) or true insectivores (and included in the order Insectivora),order of mammals,1
a quality that arouses emotions (especially pity or sorrow),episode of Bones (S8 E23),0
a medicine that inhibits cholinesterase by combining with it and so has a cholinergic effect,article,0
a pungent colorless unsaturated liquid aldehyde made from propene,chemical compound,1
a trail that extends from Missouri to New Mexico; an important route for settlers moving west in the 19th century,1912 film by Frank Montgomery,0
a pan used for frying foods,"lake in Ontario, Canada",0
a city in southern West Virginia,"Confederate Army general and founder of Beckley, West Virginia",0
a breed of small terrier with long wiry coat and drooping ears,novel by Walter Scott,0
thick dark syrup produced by boiling down juice from sugar cane; especially during sugar refining,"viscous by-product of the refining of sugarcane, grapes, or sugar beets into sugar",1
the highest court in most states of the United States,official who presides over court proceedings,0
rabbits; hares; pikas; formerly considered the suborder Duplicidentata of the order Rodentia,species of mammal in the order Lagomorpha,0
type genus of the Polygalaceae: milkwort; senega; snakeroot,genus of plants,1
someone who makes or repairs articles of silver,Spanish painter and silversmith,0
Hindu discipline aimed at training the consciousness for a state of perfect spiritual insight and tranquility that is achieved through the three paths of actions and knowledge and devotion,Taiwanese Mandopop singer,0
class of fungi in which the fruiting body is a perithecium; includes powdery mildews and ergot and Neurospora,"Newfield, N.J.,Ellis & Everhart,1892. | University of Toronto - Earth Sciences Library (Noranda) View Book",0
large hairy tropical spider with fangs that can inflict painful but not highly venomous bites,H II region in the constellation Dorado,0
a musician who plays a keyboard instrument,electronic keyboard instrument,0
capital of the People's Republic of China in the Hebei province in northeastern China; 2nd largest Chinese city,capital of China,1
metal that is cast in the shape of a block for convenient handling,"material, usually metal, that is cast into a shape suitable for further processing",1
small marlin (to 180 pounds) of western Atlantic,species of fish,1
the largest city in Texas; located in southeastern Texas near the Gulf of Mexico; site of the National Aeronautics and Space Administration,"baseball team and Major League Baseball franchise in Houston, Texas, United States",0
influence an event or its outcome by illegal means,"American film and television character actor, best known for his work in Westerns",1
dry red wine made from a grape grown widely in Bordeaux and California,singer,0
low tufted plant having hairy stems each topped by a flower head with short narrow yellow rays; northwestern United States,species of plant,1
a style of popular music in the 1950s; based on American folk music and played on guitars and improvised percussion instruments,live album by Van Morrison,0
capital and largest city of Jamaica,"city in Roane County, Tennessee, United States",0
the act of intersecting (as joining by causing your path to intersect your target's path),road junction where two or more roads either meet or cross at grade,1
tropical American terrestrial fern with leathery lanceolate fronds; sometimes placed in genus Polybotrya,species of plant,1
"the acetylated derivative of salicylic acid; used as an analgesic anti-inflammatory drug (trade names Bayer, Empirin, and St. Joseph) usually taken in tablet form; used as an antipyretic; slows clotting of the blood by poisoning platelets","city in and county seat of Berrien County, Michigan",0
a monochrome picture made by using several different shades of the same color,"use of strong contrasts between light and dark, usually bold contrasts affecting a whole composition in art",1
dichromacy characterized by lowered sensitivity to long wavelengths of light resulting in an inability to distinguish red and purplish blue,Human disease,0
the fruit of the chokecherry tree,"mountain in Wyoming, United States of America",0
surgical procedure that creates a new fenestra to the cochlea in order to restore hearing lost because of osteosclerosis,"structure, typically with a roof and walls, standing more or less permanently in one place",1
a city in eastern China on the Yangtze River; a former capital of China; the scene of a Japanese massacre in the 1930s,company,0
a nonflammable inhalation anesthetic that produces general anesthesia; used along with analgesics and muscle relaxants for many types of surgical procedures,An instance of the biological pathway Tandem pore domain halothane-inhibited K+ channel (THIK) in Homo sapiens,0
a person with fair skin and hair,musical,0
a block of ice cream with 3 or 4 layers of different colors and flavors,"Chocolate, vanilla and strawberry icecream",1
"exempt by means of an official pass or letter, as from customs or other checks",Anglo-Welsh artist and designer,0
restricted to bare necessities,self-enforced restraint from indulging in bodily activities,1
a dilute solution of acetic acid that is used as a solvent (e.g. for a drug),"Latin phrase derived from Horace, Satires, VII, 42",0
temperate and tropical lady ferns; in some classifications placed in family Polypodiaceae or in the genus Asplenium,species of Athyrium,0
a complex molecule used medically to chelate metal ions in cases of lead or heavy metal poisoning,Catalysis of the reaction: 2 Fe3+ + NADPH = 2 Fe2+ + H+ + NADP+ .,0
a duty imposed on imports,tax on the import and export of goods,1
water rats of Australia and New Guinea,tribe of rodents,1
any plant of the genus Gesneria,genus of plants,1
an explosive white crystalline weak acid (H2N2O2),chemical compound,1
any of several pinons bearing edible nutlike seeds,"mountain in Utah, United States of America",0
hernia in which a loop of intestine enters the inguinal canal; the most common type of hernia in males,intestinal disease characterized by a protrusion of abdominal cavity contests through the inguinal canal,1
a master's degree in business,the circumstellar disk (accumulation of matter) in an orbit between those of Mars and Jupiter,0
