text1,text2,is_same
a genus of dicotyledonous trees of the family Sapindaceae that are native to Asia and Australia,species of plant,0
a linguistic relation established by grammar,functional relationship between constituents in a clause,1
not covered with forest,dense collection of trees covering a relatively large area,1
a statement of fundamental rights and privileges (especially the first ten amendments to the United States Constitution),journal,0
plutonium 239 that is recovered when nuclear weapons are disassembled; it is stored in plutonium pits,explosive device that derives its destructive force from nuclear reactions,1
any of the German princes who were entitled to vote in the election of new emperor of the Holy Roman Empire,German nobleman,0
having abnormally high blood pressure,article,0
type genus of the family Catostomidae,Matalote Cahita,0
(of structures or institutions) having lost stability; failing or on the point of collapse,American actor,0
the fare charged for traveling by train,article,1
a beautiful but poisonous bolete; has a brown cap with a scarlet pore surface and a thick reticulate stalk,species of fungus,1
apoapsis in orbit around the moon,extreme point in an object's orbit,0
the length of the closed curve of a circle,body measurement,1
genus of aromatic European herbs with yellow flowers,genus of plants,1
the earliest form of the French language; 9th to 15th century,Romance language,0
a genus of Bothidae,subspecies of fish,0
tall leafy plant with erect branches ending in large yellow flower heads with downward-arching rays; grow in Rocky Mountains south to Arizona and east to the Atlantic coast,Wikimedia category,0
a caryophyllaceous genus of Carpobrotus,species of plant,0
any of various usually poisonous plants of the genus Aconitum having tuberous roots and palmately lobed leaves and blue or white flowers,"Parish of Hardinge County, New South Wales, Australia",0
someone who collects and pays bets at a gaming table,someone appointed at a gambling table to assist in the conduct of the game,1
antiarrhythmic drug (trade name Tonocard) used to treat ventricular arrhythmias when less dangerous drugs have failed,chemical compound,1
common European glabrous annual centaury with flowers in dense cymes,species of plant,1
"in former classification systems: one of two major plant divisions, including all seed-bearing plants; superseded by the division Spermatophyta",Gumbinnen : Druck von W. Krauseneck 1886 | Biblioteca Digital del Real Jardin Botanico de Madrid View Book (External),0
a family of birds of the order Coraciiformes,family of birds,1
the failure of a jet engine caused by an interruption of the fuel supply or by faulty combustion,British Formula One team,1
epiphytic fern with straplike usually twisted fronds of tropical Asia and Polynesia and America,species of fern,1
small motile sulphur bacteria,doctoral thesis,1
probably warm-blooded; considered direct ancestor of mammals,order of mammals (fossil),1
having no nose,painting by Asger Jorn,1
English rock star and bass guitarist and songwriter who with John Lennon wrote most of the music for the Beatles (born in 1942),discography,0
a civilian reserve component of the United States Air Force that provides prompt mobilization during war and assistance during national emergencies,"United States Air National Guard base at Fort Wayne International Airport, Indiana, USA",0
small genus of perennial herbs having deadly poisonous tuberous roots: water hemlock,species of plant,0
a genus of bristly herbs and shrubs of the family Boraginaceae,species of plant,0
the great mother goddess; worshipped also as Aruru and Mama and Nintu,sumerian goddess,1
book language; one of two official languages of Norway; closely related to Danish,language,0
surgeon fish of the West Indies,article,0
widely distributed genus of herbs with milky juice; includes some cosmopolitan weeds,species of plant,0
the dialect of Spanish spoken in Mexico,viceroyalty of the Spanish Empire (1535-1821),0
Polemoniaceae; Solanaceae; Boraginaceae; Labiatae; Lentibulariaceae; Pedaliaceae; in some classifications includes the order Scrophulariales,order of plants,1
a wrench with an S-shaped handle,album by 'Igginbottom,1
artifacts used in making your toilet (washing and taking care of your body),Article of luggage,0
predacious on other insects; usually brightly colored or metallic,family of insects,1
a national park in Maine showing marine erosion and glaciation; includes seashore and also the highest point on the Atlantic coast,national park in the US state of Maine,1
archeology of the ancient Assyrians,Wikimedia category,0
"tall California pine with long needles in bunches of 3, a dense crown, and dark brown deeply fissured bark",scholarly article published in The Condor in August 1994,0
cut away the underpart of,Undercut support during casting,1
hormone secreted by the pineal gland,hormone that is produced by the pineal gland in animals and regulates sleep and wakefulness,1
spiny shrubs or small trees sometimes placed in genus Parkinsonia: paloverde,subspecies of plant,0
a large heavy hound formerly used in hunting stags and other large game; similar to but larger than a foxhound,painting by Francis Towne,0
a dicotyledonous genus of the family Ericaceae,genus of plants,1
absence of an orgasm in sexual relations,type of sexual dysfunction in which a person cannot achieve orgasm despite adequate stimulation,1
any shrubby trees or woody vines of the genus Euonymus having showy usually reddish berries,"Chulmleigh, North Devon, Devon, EX18",0
a fly (fisherman's lure) that skims the surface of the water,"New York,C. Scribner's sons[c1912] | Library of Congress",0
a (cotton or silk) cloak with full sleeves and sash reaching down to the ankles; worn by men in the Levant,painting by Anonymous Artist,0
having three unequal crystal axes with one oblique intersection,one of the 7 crystal systems in crystallography,1
German philosopher who developed phenomenology (1859-1938),doctoral thesis,0
"in former classification systems: one of two major plant divisions, including all seed-bearing plants; superseded by the division Spermatophyta",article,0
a genus of Siphonaptera,river in India,0
an officer in command of a military unit,commissioned rank in the RAF and the air forces of many other Commonwealth countries,0
"two genera of erect or twining herbs that are pollinated by the wind, including the genera Cannabis and Humulus; term not used in all classifications; in some the genus Cannabis is placed in the family Moraceae and the genus Humulus in the family Urticaceae",family of plants,1
someone who delivers milk,Benny Hill song,0
any of several yellow-flowered plants of the genus Packera; often placed in genus Senecio,genus of plants,1
a city in central Lithuania,university,0
a large retail store organized into departments offering a variety of merchandise; commonly part of a retail chain,South Korean department store chain,0
the capital and largest city of Niger,capital of Niger,1
large finches,species of bird,1
a federation of North American industrial unions that merged with the American Federation of Labor in 1955,Wikimedia category,0
a revised version of the King James Version,1901 English translation of the Bible,1
large genus of shrubby and climbing tropical plants having showy digitately compound foliage,genus of plants,1
common aromatic garden perennial native to the western Mediterranean; used in seasonings and formerly as medicine,article,0
a box for storing eatables (especially at boarding school),2013 compilation album by Nick Drake,1
a family of fungi closely related to the family Polyporaceae except that the tubes on the undersurface of the cap are separate from each other,Wikimedia template,0
a dentist specializing in diseases of the dental pulp and nerve,endodontist,0
a mountainous island; the largest of the Solomon Islands in the independent state that is a member of the British Commonwealth,"village in Andalusia, Seville, Spain",0
type genus of the Saururaceae: lizard's-tails,genus of plants,1
a shape that spreads outward,type of variable star that can undergo unpredictable dramatic increases in brightness for a few minutes,1
the largest city in Texas; located in southeastern Texas near the Gulf of Mexico; site of the National Aeronautics and Space Administration,"National Football League Franchise located in Nashville, Tennessee",0
an inlet of the Baltic Sea between Latvia and Estonia,bay of the Gulf of Riga,0
an advocate of bimetallism,monetary standard,1
either of two herbaceous rushlike bog plants having small yellow flowers and grasslike leaves; north temperate regions,painting by Mary Vaux Walcott,0
an acute and serious infection of the central nervous system caused by bacterial infection of open wounds; spasms of the jaw and laryngeal muscles may occur during the late stages,"album by Eddie ""Lockjaw"" Davis",0
small mackerel found nearly worldwide,computer animated fantasy film series produced by DisneyToon Studios,0
minute wingless arthropods: springtails,subclass of arthropods,1
large willow tree with stiff branches that are easily broken,article,0
referring to the first of two things or persons mentioned (or the earlier one or ones of several),former country,0
the capital and largest city of Mozambique,bay,0
punish with an arbitrary penalty,criminal sanction,1
a fierce battle fought in close combat between troops in predetermined positions at a chosen time and place,war,0
(of a hat) having a high crown,formation of teeth,1
of or relating to or constituting the nucleus of a cell,journal,0
a motor vehicle propelled by half tracks; frequently used by the military,1939 German half-track family,0
a month in the Revolutionary calendar,Wikimedia template,1
type and sole genus of Carchariidae: sand sharks,species of large lamniform shark,0
a quasi nongovernmental organization; an organization that is financed by the government yet acts independently of the government,quango in Hong Kong,0
a narrow republic surrounded by Senegal in West Africa,national association football team,0
a hospital for recuperation or for the treatment of chronic diseases,"hospital in Rhode Island, United States",0
a stout spreading or semi-climbing tropical shrub with round brownish-red warty fruit; Africa,species of plant,1
a police cruiser,patrol car used by the British police,1
what is left of your pay after deductions for taxes and dues and insurance etc,Wikimedia list article,1
examination of tissues or liquids from the living body to determine the existence or cause of a disease,medical test involving sampling of cells or tissues for examination,1
free or relieve (someone) of a burden,1983 film by Marcel Schüpbach,0
a genus of Lorisidae,Wikimedia category,0
coextensive with the family Ginkgoaceae: plants that first appeared in the Permian and now represented by a single surviving species; often included in Coniferales,Wikimedia template,0
a region of the eastern United States comprising New York and New Jersey and Pennsylvania and Delaware and Maryland,region of the United States,1
an essential oil obtained from the leaves of eucalypts,chemical compound,0
highly malignant carcinoma composed of small round or egg-shaped cells with little cytoplasm; lung cancers are frequently oat cell carcinomas,lung carcinoma that has material basis in primitive-appearing cells that are smaller than normal cells,1
type genus of the Bryaceae: mosses distinguished by mostly erect and tufted gametophytes and symmetrical short-necked capsules,genus of plants,1
a wheel that has a tire and rim and hubcap; used to propel the car,round object on a car,1
excessive secretion of parathyroid hormone resulting in abnormally high levels of calcium in the blood; can affect many systems of the body (especially causing bone resorption and osteoporosis),scientific journal article,0
"a thin sheet of metal (iron or steel) coated with tin to prevent rusting; used especially for cans, pots, and tins",journal article; published in Annals of Science in 1955,0
a passageway in the wrist through which nerves and the flexor muscles of the hands pass,article,0
the director in charge of the artistic features of a theatrical production (costumes and scenery and lighting),responsible for leading teams in the artistic design and production of various kinds of visual art works,1
suffering from mysophobia; abnormally afraid of dirt or contamination,pathological fear of contamination and germs,1
an acute inflammatory disease characterized by a rash with joint swelling and fever; caused by bacteria carried by the bite of a deer tick,article,0
a written record of money spent,series in the National Archives and Records Administration's holdings,1
arboreal porcupine,family of mammals,1
a dominating woman (especially one who plays that role in a sadomasochistic sexual relationship),video game,0
a person with myopia; a nearsighted person,short film directed by Georges Hatot,0
genus of tropical American trees: quira,species of plant,0
grown from cuttings planted directly in the ground,"Ocle Pychard, County of Herefordshire, HR1",0
an athletic game played on a court,court game,1
plaything consisting of a pole with foot rests and a strong spring; propelled by jumping,American basketball player,0
of or relating to or resembling a basilica,building used as a place of Christian worship,1
a policy of promoting oneself at the expense of others; used especially of national policy,economic improvement attempt that causes worse conditions for other countries,1
type genus of Forficulidae,species of rotifers,0
a bench in a public park,2009 film by Damien Chazelle,0
a long sleeveless vestment worn by a priest when celebrating Mass,vestment in the form of a wide cloak or mantle that slips over the wearer's head and hangs open at the sides,1
"the highest mountain peak in Queensland, Australia","mountain in Queensland, Australia",1
low-grade cocaine mixed with coca paste and cannabis,crude extract of coca leaf,1
leather shorts often worn with suspenders; worn especially by men and boys in Bavaria,1979 film by Franz Marischka,0
a dominating woman (especially one who plays that role in a sadomasochistic sexual relationship),species of insect,0
a store that sells alcoholic beverages for consumption elsewhere,"Type of license for a shop to sell alcohol and, colloquially, a term for the shop itself",0
an industrial city in Moravia in Czech Republic to the southeast of Prague,"municipality in Mecklenburg-Vorpommern, Germany",0
any tropical African shrub of the genus Protea having alternate rigid leaves and dense colorful flower heads resembling cones,genus of plants,1
of a dark to moderate greyish green color,varieties of the color green,1
cushion-forming New Zealand herb having leaves densely covered with tawny hairs,species of plant,1
a Marxist-Leninist terrorist organization that conducted several attacks in western Europe,political party,1
the first month of the Islamic calendar,9th day of Muharram in the Islamic calendar,0
a variety of bridge in which tricks made in excess of the contract are scored toward game; now generally superseded by contract bridge,German auction house,0
iron or earthenware cooking pot; used for stews,thoroughbred racehorse and winner of 1882 St. Leger Stakes,0
type genus of the family Aplysiidae,Aplysia,0
the antiparticle of a quark,matter composed of (only) antiquarks (not quarks); thus includes matter composed of antibaryons (not baryons),0
garment consisting of a long wide piece of woolen cloth worn over the shoulders with an opening for the head; part of a monastic habit,short cloak worn with ecclesiastical dress,1
black-and-white shorebird with stout legs and bill; feed on oysters etc.,genus of birds,0
an ornament consisting of a grotesquely carved figure of a person or animal,American experimental air-to-surface missile,0
small genus of Australian shrubs or trees,species of plant (fossil),0
small aquatic crustaceans lacking a carapace: fairy shrimps; brine shrimps,article,0
a fighter that is difficult to detect by radar; is built for precise targeting and uses laser-guided bombs,aircraft which use stealth technology to avoid detection,1
arranged without spaces between,"word or an unspaced phrase prefixed with the number sign, used to categorise a topic",1
lying or resting on and exerting pressure on something else,piece of masonry jutting out of a wall to carry any superincumbent weight,1
the treatment of physical disabilities by massage and electrotherapy and exercises,journal,1
"a desert of northern Arabia occupying western Iraq, southern Syria, eastern Jordan, and northern Saudi Arabia","Beirut, Syria,Syrian Protestant College[1896] | NCSU Libraries (archive.org) View Book",0
(Roman mythology) goddess of abundance and fertility; wife of Saturn; counterpart of Greek Rhea and Cybele of ancient Asia Minor,Roman goddess of earth and fertility,1
small widely branching western plant with tiny blue-and-white flowers; British Columbia to Ontario and south to California and Colorado,variety of plant,0
genus of Eurasian herbs and small shrubs: buckler mustard,variety of plant,0
any of various plants of temperate Eurasia; grown for their yellow flowers and handsome foliage,species of plant,1
a fighter that is difficult to detect by radar; is built for precise targeting and uses laser-guided bombs,"single-seat, twin-engine stealth ground-attack aircraft",0
do backstitches,"stitch taken in the direction opposite to the direction of sewing, producing a strong line",1
tall reedlike grass common in salt meadows,species of plant,1
a press that is used to extract the juice from apples,"Long Sutton, South Somerset, Somerset, TA10",1
small shrub with grey-green leaves and yellow flowers followed by glaucous blue berries,species of plant,1
a building that is subordinate to and separate from a main building,"annex to a construction, as a distinct building or a secondary part of the main one",1
any alga of the division Chrysophyta with its chlorophyll masked by yellow pigment,class of algae,1
small genus of North American herbs having grasslike basal leaves: squaw grass; sometimes placed in family Melanthiaceae,article,0
referring to or relating to or having the style of architecture created by Andrea Palladio,article,0
a family of basidiomycetous fungi of the order Tremellales that have the basidium divided longitudinally,genus of fungi,0
acting a particular role (as in psychotherapy),244th strip of the webcomic xkcd,0
reserve assets in the International Monetary Fund; designed to supplement reserves of gold and convertible currencies used to maintain stability in the foreign exchange market,doctoral thesis by Christopher M. D. Wilkie,0
a virus that is parasitic (reproduces itself) in bacteria,InterPro Family,0
a body that resembles a spore but is not an endospore; produced by some bacteria,"unit of asexual reproduction that may be adapted for dispersal and for survival, often for extended periods of time, in unfavorable conditions; spores form part of the life cycles of many plants, algae, fungi and protozoa",0
type genus of the family Littorinidae: periwinkles,article,0
type genus of the Annonaceae; tropical American trees or shrubs,nothospecies of plant,0
the value of a coordinate on the horizontal axis,species of echinoderm,0
a city in southern Turkey on the Seyhan River,"district in Adana Province, Turkey",0
"upper deck having no overhead protection from the weather, but sheltering the deck below",part of a ship or boat,1
a United States military decoration awarded for meritorious service (except in aerial flight),award for long or distinguished service,0
the position of council member,Formal body of advisers to the sovereign in the United Kingdom,1
food and game fish of North American coastal waters with a mouth from which hooks easily tear out,painting by John James Audubon,0
a person who deals tactfully with others,French historian and diplomat,0
the Italian dialect spoken in Sardinia; sometimes considered a separate language with many loan words from Spanish,"war of national liberation, Italy 1859",0
Mexican plant used especially for making tequila,article,0
annual or perennial vines of Africa and India and Australia; plants often placed in genus Dolichos,variety of plant,0
sexual stimulation without vaginal penetration,sexual activity that usually does not include sexual penetration,1
genus of aromatic European herbs with yellow flowers,Wikimedia template,0
"a thin sheet of metal (iron or steel) coated with tin to prevent rusting; used especially for cans, pots, and tins",journal article; published in Annals of Science in 1950,0
type genus of the family Mysidae,species of crustacean,0
the semantic relation that holds between a whole and its parts,semantic relation,1
a movement aimed to promote understanding and cooperation among Christian churches; aimed ultimately at universal Christian unity,efforts by Christians of different church traditions to develop closer relationships and better understandings,1
stalked puffballs,family of fungi,1
a pistol for firing Very-light flares,firearm that launches flares,1
low semi-evergreen perennial herb having small spikes of white or pinkish flowers; native to southern United States but grown elsewhere,species of plant,1
type genus of the family Catostomidae,Matalote Conchos,0
widely naturalized white-flowered North American herb,Wikimedia category,0
land tenure by service to the lord as a knight,form of Feudal land tenure,1
mariposa having clusters of a few large deep yellow bell-shaped flowers atop slender stems; California coastal ranges,species of plant,1
someone who plays musical handbells,"Snowdon, Jasper Whitfield (1844–1885), bell-ringer and author",0
vomiting blood,vomiting of blood,1
pan under a refrigerator for collecting liquid waste,drip catcher fitted to the socket of a candle holder,1
a red dwarf star in which luminosity can change several magnitudes in a few minutes,type of variable star that can undergo unpredictable dramatic increases in brightness for a few minutes,1
intersperse the sectors on the concentric magnetic circular patterns written on a computer disk surface to guide the storing and recording of data,physical phenomenon,0
a lateen-rigged sailing vessel used by Arabs,Wikimedia template,0
a crude incendiary bomb made of a bottle filled with flammable liquid and fitted with a rag wick,incendiary weapon using flammable liquid in a bottle,1
English rock star and bass guitarist and songwriter who with John Lennon wrote most of the music for the Beatles (born in 1942),album by Jesse McCartney,0
a Crusade from 1189 to 1192 led by Richard I and the king of France that failed because an army torn by dissensions and fighting on foreign soil could not succeed against forces united by religious zeal,attempt by European leaders to reconquer the Holy Land from Saladin,1
a skeletal muscle that adducts and rotates the arm,journal article; published in Acta Orthopaedica in 1965,0
Australian tree yielding a variegated tulipwood,Wikimedia category,0
the anniversary of the day on which you were married (or the celebration of it),painting by Anthony Green (RISD 2009.92.31C),0
a course of appetizers in an Italian meal,dish of raw vegetables,0
(botany) outer tissue of bark; a protective layer of dead cells,"secondary school in Cork, Ireland",0
large genus of shrubs of temperate zones of New and Old Worlds,genus of plants,1
Asiatic vine with three-lobed leaves and purple berries,Wikimedia category,0
type genus of the Ammodytidae,species of fish,0
large cosmopolitan genus of white-flowered terrestrial orchids,species of plant,0
making a full living copy of an organism; requires a surrogate mother,process of producing similar populations of genetically identical individuals,1
(music) the section of a movement (especially in sonata form) where the major musical themes first occur,"organized presentation and display of a selection of items or pictures, with an expected end date",1
large predatory North American bug that sucks the blood of other insects,Wikimedia category,0
(plural) rare collector's items,article,1
a large pail used to receive waste water from a washbasin or chamber pot,drawing in the National Gallery of Art (NGA 27264),1
(philosophy) the philosophical theory that ideas are the only reality,philosophical view that reality is immaterial,1
a small piece of luggage for carrying brushes and bottles and toilet articles while traveling,drawing in the National Gallery of Art (NGA 21046),1
shrub of coastal ranges of California and Baja California having hairy branches and spikes of numerous mauve flowers; sometimes placed in genus Sphaeralcea,Wikimedia category,0
any of various chiefly rock-inhabiting ferns of the genus Asplenium,genus of plants,1
being at least 100 years old,American centenarian,0
an order of insects consisting of caddis flies,order of insects,1
an antacid,chemical compound,1
any of various plants of the genus Scabiosa,species of Dicotyledones,0
resembling a fang,"long, pointed tooth",1
genus of shrubs and herbs of tropical and warm Americas,genus of plants,1
any compound that contains four chlorine atoms per molecule,article,0
the Greeks rebelled against Turkish rule in 1821; with the support of England and France and Russia they won independence in 1828 at Navarino (although the country included only half its present size),war of independence waged by Greek revolutionaries,1
a civilian reserve component of the United States Air Force that provides prompt mobilization during war and assistance during national emergencies,Korean University,0
a malignant neoplasm of nerve tissue and fibrous tissue and connective tissue,Human disease,1
any informal meal eaten outside or on an excursion,Boutique music and arts festival,0
a continuation of the axillary vein; joins the internal jugular to form the brachiocephalic vein,paired large vein,1
"an anxiety disorder characterized by recurrent and persistent thoughts and feelings and repetitive, ritualized behaviors","anxiety disorder that involves unwanted and repeated thoughts, feelings, ideas, sensations (obsessions), or behaviors that make them feel driven to do something (compulsions)",1
ornamental African shrub or climber with red flowers,species of plant,1
a morbid fear of thunder and lightning,abnormal fear of thunder and lightning,1
(of a leaf shape) cleft nearly to the midrib in narrow divisions not separated into distinct leaflets,"organ of a vascular plant, composing its foliage",1
a decongestant that provides temporary relief of nasal symptoms of the common cold and rhinitis and upper respiratory infections,journal article; published in Acta Oto-Laryngologica in 2006,0
small genus of Old World annual herbs: corn spurry,genus of plants,1
leafy wildflower having fragrant slender white or pale pink trumpet-shaped flowers; southwestern United States and northern Mexico,association football player,0
of or adjacent to the forehead or frontal bone,state of wearing no clothing,0
glass containing lead oxide; has a high refractive index,type of windows,0
where ovules develop on the wall or slight outgrowths of the wall forming broken partitions within a compound ovary,collective term for all carpels in a flower,1
a mercury-vapor lamp used in medical or cosmetic treatments,article,1
type genus of family Lophiidae,genus of fishes,1
a militant group of extremist Sunnis who believe themselves the only correct interpreters of the Koran and consider moderate Muslims to be infidels; seek to convert all Muslims and to insure that its own fundamentalist version of Islam will dominate the world,islamic movement in Kazakhstan,0
a descriptive name for a place or thing,nickname of the Detroit Pistons from 1979 to 1994,0
fastener consisting of a resinous composition that is plastic when warm; used for sealing documents and parcels and letters,species of mammal,0
a family of birds of the order Coraciiformes,species of bird in the Momotidae family,0
a lateen-rigged sailing vessel used by Arabs,"annual film festival held in Zanzibar, Tanzania",0
not debased,the supposed miraculous preservation  of the corpses of some Christian saints,1
(genetics) abnormal complement of sex hormones in a male resulting in Klinefelter's syndrome,album by The Young Gods,0
a genus of Hominidae,article,0
an infectious disease of domestic animals often resulting in spontaneous abortion; transmittable to human beings,article,0
common black-striped reddish-brown ground squirrel of western North America; resembles a large chipmunk,species of mammal,1
a missile designed to be launched from one airplane at another,third-generation version of the AIM-9 air-to-air missile,0
small genus of South African shrubs or small trees,genus of plants,1
abstaining from alcohol,river in New Zealand,0
an error correction code that is recorded in each sector of a magnetic disk and used to catch errors in the data,Wikimedia category,0
African rodent resembling a mole in habits and appearance,article,0
common perennial United States spurge having showy white petallike bracts,Wikimedia category,0
the chlorophyll found (together with chlorophyll a) in red algae,chemical compound,1
a parenthesis-free notation for forming mathematical expressions in which each operator follows its operands,mathematical notation in which every operator follows all of its operands,1
code name for the secret United States project set up in 1942 to develop atomic bombs for use in World War II,1736th strip of the webcomic xkcd,0
make a power dive,1941 film by James P. Hogan,1
a uricosuric drug that reduces the level of uric acid in the blood; used to treat gout,clinical trial,0
someone having the same religion as another person,ancient nation and ethnoreligious group from the Levant,1
an Italian dessert consisting of layers of sponge cake soaked with coffee and brandy or liqueur layered with mascarpone cheese and topped with grated chocolate,dessert,1
a sudden turning point in a person's life (similar to the sudden conversion of the Apostle Paul on the road from Jerusalem to Damascus of arrest Christians),trilogy of plays written by August Strindberg,0
resembling a city,article,1
the development of male secondary sexual characteristics in a female (or prematurely in a young boy),development of male secondary sex characteristics in the female,1
a family of fungi of order Hymenogastrales having round subterranean sporophores,family of fungi,1
the use of algebra to study geometric properties; operates on symbols defined in a coordinate system,study of geometry using a coordinate system,1
somewhat rough,genetic element in the species Drosophila melanogaster,1
fiber derived from animals,article,0
a river in Thailand formed by the confluence of the Nan and Ping Rivers; flows southward past Bangkok and empties into the Gulf of Thailand,article,0
a treaty governing commerce between two or more nations,commercial treaty signed in 1838 between the Ottoman Empire and the United Kingdom,0
a greater than average tide occurring during the new and full moons,when difference in water height between high tide and low tide is the largest (Sun and Moon on one line),1
any of a family of brass wind instruments that resemble a bugle with valves,man-portable anti-tank missile system,0
an antibiotic drug used as an antineoplastic in chemotherapy,"Chemical substances, produced by microorganisms, inhibiting or preventing the proliferation of neoplasms.",1
a card recording an employee's starting and quitting times each work day,clinical trial,1
a lens system consisting of two or more lenses on the same axis,optical device which transmits and refracts light,1
a waterway used by small boats to travel between the Atlantic Ocean and the Gulf of Mexico through Lake Okeechobee and the Caloosahatchee_Canal and the Caloosahatchee River,article,0
not sexually aroused or arousing,single by Alanis Morissette,1
a former republic in central Europe; divided into Czech Republic and Slovakia in 1993,"1918–1992 country in Central Europe, predecessor of the Czech Republic and Slovakia",1
a port on the island of Saint Lucia; capital and largest city of Saint Lucia,canton of France,0
anything that an adult person uses to reduce anxiety,item used to provide psychological comfort,1
class of fungi in which the fruiting body is a perithecium; includes powdery mildews and ergot and Neurospora,class of fungi,1
an infection of the oral pharynx and tonsils by streptococcus,clinical trial,0
having the polar diameter greater than the equatorial diameter,rotationally symmetric ellipsoid having a polar axis longer than the diameter of the equatorial circle whose plane bisects it,1
microphone consisting of a capacitor with one plate fixed and the other forming the diaphragm moved by sound waves,acoustic-to-electric transducer or sensor that converts sound into an electrical signal,1
a narrow strait separating the North Island and South Island in New Zealand,species of insect,0
a lake in southwestern Sweden; the largest lake in Sweden,"archipelago in lake Vänern, Sweden",0
one of four subclasses or superorder of Monocotyledones; comprises about 6400 species in 5 families of trees and shrubs and terrestrial herbs and a few free-floating aquatics including: Palmae; Araceae; Pandanaceae and Lemnaceae,subclass of plants,1
a theater stage that extends out into the audience's part of a theater and has seats on three sides,open stage,1
genus of chiefly small rock-loving ferns; in some classification systems it is placed in the family Polypodiaceae or Adiantaceae,genus of plants,1
of or relating to or like or in the manner of Stravinsky,"Russian composer, pianist and conductor",1
large genus of Malaysian trees with milky juice and leathery leaves,genus of plants,1
in the manner of Ernest Hemingway,American author and journalist,1
rare-roasted beef tenderloin coated with mushroom paste in puff pastry,filet steak with pâté and duxelles in puff pastry,1
a weapon that squirts ignited fuel for several yards,mechanical incendiary device designed to project a long controllable stream of fire,1
"evergreen herbs of temperate regions: genera Pyrola, Chimaphila, Moneses, Orthilia",family of plants,1
a civilian reserve component of the United States Air Force that provides prompt mobilization during war and assistance during national emergencies,province in Thailand,0
an unethical agreement between an attorney and client that the attorney would sue and pay the costs of the client's suit in return for a portion of the damages awarded,"Dalwood, East Devon, Devon, EX13",0
a speech of exhortation attempting to instill enthusiasm and determination in a team or staff,Speaker intended to motivate the audience,1
a place where oranges are grown; a plantation of orange trees in warm climes or a greenhouse in cooler areas,"Grade I listed orangery in Cotswold, United Kingdom",0
a stanza form having seven lines of iambic pentameter; introduced by Chaucer,"rhyming stanza form; seven lines, usually in iambic pentameter, with rhyme scheme  a-b-a-b-b-c-c",1
eczema characterized by thickening of the skin with accentuated skin lines,cutaneous disease,1
grant rights to; grant a patent for,set of exclusive rights granted by a sovereign state to an inventor or their assignee so that he has a temporary monopoly,1
type genus of the Lobotidae,genus of fishes,1
large order of gastropods comprising univalve mollusks that have a single gill resembling a comb,article,1
a green mineral consisting of hydrated silicate of potassium or iron or magnesium or aluminum; found in greensand,a sediment with the mineral glauconite,1
having feet that turn inward,condition which causes the toes to point inward when walking,1
relating to or expressed by a writing system that is not alphabetic,who don't know read nor write,1
spreading thorny shrub of tropical Asia bearing large erect racemes of red-marked yellow flowers,article,0
a variety of bridge in which tricks made in excess of the contract are scored toward game; now generally superseded by contract bridge,"process of buying and selling goods or services by offering them up for bid, taking bids, and then selling the item to the highest bidder",1
any of various chiefly rock-inhabiting ferns of the genus Asplenium,American Wall Rue; Wall Rue Spleenwort,0
European purple-flowered with slender stems; occurs as a weed in hedges,species of plant,1
a tower that serves to support something,structure with height greater than width,1
considered a possible ancestor to both anthropoid apes and humans,tribe of mammals,1
liquid contained inside the cell membranes (usually containing dissolved solutes),body fluid,0
a low perennial white-flowered trillium found in the southeastern United States,species of plant,1
a sitting room used during the daylight hours,room  in a house where visitors may be entertained,1
large harmless snake of southeastern United States; often on farms,article,0
a farm where vegetables are grown for market,"relatively small-scale production of fruits, vegetables and flowers as cash crops",1
liver of a calf used as meat,dish containing calf liver and bacon,1
a cyanide compound that is prepared by the reaction of potassium cyanide with ferrous salts; commonly used by gardeners,chemical compound,1
a drug (or other chemical agent) that is effective against syphilis,sexually transmitted infection,1
the freedom of teachers and students to express their ideas in school without religious or political or institutional restrictions,organization,0
a unit of inductance equal to one thousandth of a henry,unit of measurement of inductance,1
an inclination to favor one group or view or opinion over alternatives,doctoral thesis by Elizabeth Ashford,0
annual of southern United States,species of plant,1
order of plants with irregular flowers having minute seeds: Orchidaceae; Burmanniaceae,order of plants,1
"care for (one's hand) by cutting and shaping the nails, etc.",fictional character from the X-Files franchise,0
a fungus family of order Helotiales,genus of fungi,0
a main that distributes electricity,"rail station on the Metra Electric main branch in Riverdale, Illinois",1
one of the four main compass points,"directions of north, east, south, and west",1
a farmer who works land owned by someone else,"Cochrane, Marion (d. 1559), tenant farmer",0
a forward dislocation of one vertebra over the one beneath it producing pressure on spinal nerves,bone structure disease that has material basis in displacement located in set of vertebrae,1
cotton with long rough hairy fibers,species of mammal,1
family of fleshy fungi having the germ pores easily separating from the cup and often from each other,article,0
Asiatic fern introduced in America,species of plant,1
small genus of tropical Asiatic greenhouse ferns; in some classifications placed in Polypodiaceae,genus of plants,1
largest city in Illinois; a bustling Great Lakes port that extends 26 miles along the southwestern shoreline of Lake Michigan,"American professional basketball team from Chicago, Illinois",0
a freight car that is equipped with refrigeration system,Wikimedia category,0
a professional person authorized to practice law; conducts lawsuits or gives legal advice,chief legal officer for a county or local judicial district,0
stout herb with flowers one to a stalk; ornamental developed from a Mexican wildflower,species of plant,1
the capital and largest city of Guatemala,capital and largest city of the Republic of Guatemala,1
a member of the Taoist Trinity,Indonesian politician,1
