text1,text2,is_same
"a member of a people of southeastern China (especially Hong Kong, Canton, and Taiwan) who migrated from the north in the 12th century",genus of arachnids,0
appropriate to or befitting a god; ; ; -R.H.Roveref,Italian power metal band,0
fern of Florida and West Indies and Central America with rhizome densely clad in grown hairs,species of plant,1
a senior noncommissioned officer in the Navy or Coast Guard with a rank comparable to master sergeant in the Army,senior non-commissioned officer in many navies and coast guards,1
of or relating to or located on the banks of a river or stream,article,0
of or concerned with the scientific study of human fossils,study of ancient humans,1
of or related to puberty,scientific journal article,1
of flowering plants (especially orchids etc) that are pollinated by insects,article,0
an electronic counter that counts the number of electric pulses,concept in signal processing,1
anything of material value or usefulness that is owned by a person or company,subset of land that has been legally defined and the improvements to it made by human efforts,1
a prismatoid whose bases are polygons having the same number of sides and whose other faces are trapezoids or parallelograms,polyhedron where all vertices lie in two parallel planes,1
the quality of being significant,journal,0
productive relative to the cost,article,1
small space in a tissue or body part such as the area between veins on a leaf or an insect's wing,pigmented area on the breast around the nipple,1
someone who skis,2014 Team Sky season,0
of or relating to the teeth,peer-reviewed scientific journal,1
a city of southwestern Russia,city in the south of Russia,1
the process of totally saturating something with a substance,union of gametes of opposite sexes during the process of sexual reproduction to form a zygot,1
engine that converts mechanical energy into electrical energy by electromagnetic induction,album,0
Russian composer of operas and orchestral works (1839-1881),operatic character in the opera Khovanshchina by Modest Petrovich Mussorgsky; head of the schismatics (Old Believers),0
a train taking passengers to or from a port,flying boat trainer,1
an argument that assumes that which is to be proved,complex chain of events that reinforces itself through a feedback loop,1
the time or season when sheep are sheared,painting by Giovanni Segantini,0
in an appealing but bold manner,mythical creature similar to a goblin,1
the person who plays left field,"American left fielder, born in 1905",0
a street corner that you cannot see around as you are driving,A blind corner is a corner on a road where the view of what is behind the corner is obstructed.,1
a laminate made of thin layers of wood,manufactured wood panel made from thin sheets of wood veneer,1
the fourth month of the Islamic calendar,fourth month of the Islamic calendar,1
a native or inhabitant of Japan,constitutional monarchy in East Asia,0
a flask that holds spirits,drawing in the National Gallery of Art (NGA 23080),0
archaebacteria requiring a salt-rich environment for growth and survival,organisms that live in high salt concentrations,1
shrub with narrow-elliptic glossy evergreen leaves and yellow flowers with leathery petaloid sepals,"genus of evergreen trees, shrubs, and shrublets",1
the production of small nonopening self-pollinating flowers,article,1
of or relating to the temples (the sides of the skull behind the orbit),"bones situated at the sides and base of the skull, and lateral to the temporal lobes of the cerebrum",1
a man-portable surface-to-air missile,shoulder-fired surface-to-air missile weapons,1
a ruff for the neck worn in the 16th century,nothospecies of plant,0
a small cartilaginous flap in front of the external opening of the ear,species of plant,0
combination breakfast and lunch; usually served in late morning,"mix between breakfast and lunch, generally in the late morning",1
a city in Taiwan,city in Taiwan,1
inflammation of the vermiform appendix,inflammation of the appendix,1
teleost fishes having fins with sharp bony rays,Wikimedia category,0
draw with suitable instruments and under specified conditions,scientific journal article,1
coarsely ground grain in the form of pellets (as for pet food),researcher,0
a tropical arm of the Pacific Ocean near southeastern Asia subject to frequent typhoons,article,0
separate into constituents or fractions containing concentrated constituents,therapy using ionizing radiation,1
the quality of being incapable of exchange or interchange,exhibition,1
Mediterranean oat held to be progenitor of modern cultivated oat,species of plant,1
a kind of bush shrike,species of bird,1
a portrait showing the body from only the waist up,"genre of portrait, showing the body from the waist up",1
used of animals that move seasonally,article,0
a physical phenomenon associated with stationary or moving electrons and protons,Elthon John song,0
abnormal narrowing of the larynx,Human disease,1
a discoloration caused by blood,article,0
heat absorbed or radiated during a change of phase at a constant temperature and pressure,article,0
of or belonging to a corporation,separate legal entity that has been incorporated through a legislative or registration process established through legislation,1
clouded with a mixture of smoke and fog,association football club,1
surgical removal of part or all of the prostate gland,Surgical removal of all or part of the prostate gland,1
in an affected manner,article,0
genus of tropical American herbs or subshrubs,species of plant,0
defensive measures designed to destroy attacking enemy aircraft or missiles or to nullify their effectiveness,combat operations and doctrine aimed at defeating enemy aerial forces; all measures designed to nullify or reduce the effectiveness of hostile air action,1
national capital of Kiribati,capital of Kiribati,1
a logarithmic scale of 1 to 10 (a successor to the Richter scale) that enables seismologists to compare the energy released by different earthquakes on the basis of the area of the geological fault that ruptured in the quake,article,0
maintenance at a regularly scheduled time,any variety of scheduled maintenance to an object or item of equipment,1
very strong or irresistible impulse to travel,strong desire to travel the world,1
the study of methods of improving human well-being and efficient functioning by improving environmental conditions,policies that promote the general wellbeing,1
a potential takeover target that has not yet been put in play,"language that no longer has any speakers, or that is no longer in current use",1
expressing a reciprocal or complementary relation,"A domain specific language for causal, correlative, and associative biological relations",1
a premature systole resulting in a momentary cardiac arrhythmia,Human disease,0
an orange and tan spider with darkly banded legs that spins an orb web daily,Wikimedia category,0
a law stating that the ratio of the square of the revolutionary period (in years) to the cube of the orbital axis (in astronomical units) is the same for all planets,scientific laws describing motion of planets around the Sun,1
a journey by a large group to escape from a hostile environment,1977 studio album by Bob Marley and the Wailers,0
the person who is in possession of a check or note or bond or document of title that is endorsed to him or to whoever holds it,"person who carries a flag, banner or standard in an official capacity",1
causing embarrassment,programming paradigm in which many calculations or the execution of processes are carried out simultaneously,1
coat a metal with an oxide coat,article,0
set forth authoritatively as obligatory,article,0
an increase in the average temperature of the earth's atmosphere (especially a sustained increase that causes climatic changes),rise in the average temperature of Earth's atmosphere and oceans since the late 19th century and its projected continuation (this is not proven by science),1
a species of bacillus found in soil and decomposing organic matter; some strains produce antibiotics,scientific journal article,0
round like a wheel,article,1
action taken in return for an injury or offense,season of television series,0
a gas that contributes to the greenhouse effect by absorbing infrared radiation,article,0
sturdy carnivorous burrowing mammal with strong claws; widely distributed in the northern hemisphere,species of carnivorans,1
breed evolved from shorthorn beef cattle,"Lyndonville, Vt.,The Milking Shorthorn Club of America,1918. | University of California Libraries (archive.org) View Book",0
genus of American of east Asian perennial herbs with yellow to orange or red flower rays; sometimes included in genus Senecio,genus of plants,1
coarse jute fabric,1983 Dolly Parton album,0
a party of people assembled to celebrate moving into a new home,1983 television film,0
a kitchen appliance for brewing coffee automatically,Wikipedia template page,0
confusion resulting from lack of preparation,1994 film,0
small dark purple fruit used especially in jams and pies,"subgenus of plants, use Q12372598 for the fruit",1
highly seasoned fatty sausage of pork and beef usually dried,"cured sausage, fermented and air-dried meat",1
in an intramuscular way,article,0
forbidden or tabu sexual intercourse between individuals,concert tour,0
a family of arboviruses carried by arthropods,genus of viruses,1
loss of bodily sensation with or without loss of consciousness,journal,1
a prefabricated structure,specialist dwelling types of prefabricated building,1
salad tossed with a dressing,US sitcom (1993–2004),1
hating mankind in general,general dislike of humanity,1
serious pest of grain-growing and range areas of central and western United States,article,0
form into a rounded elevation,hemispherical mound of earth and/or stone raised over a burial placed in the middle,1
not working or taking effect,order by Supreme Commander for the Allied Powers,0
an effort to give scientific support for the truth of the account of Creation given in the Book of Genesis,Wikimedia list article,0
state in eastern India on the Bay of Bengal,species of insect,0
two barrel vaults intersecting at right angles,produced by the intersection at right angles of two barrel vaults,1
an organ stop resulting in a soft muted sound,2012 film by Joël Chalude,0
shaped in the form of a ribbon,"transmission line with a flat, ribbon-shaped conductor",1
serving during an intermediate interval of time,emergency or interim government set up in circumstances when a political void has been created,1
a variety of aster,species of plant,1
a device used for easing the foot into a shoe,tool that lets the user put on a shoe more easily,1
a native or resident of South Dakota,population characteristics within South Dakota,1
a ruff for the neck worn in the 16th century,tightly gathered collar set into formal or informal pleats,1
treated with some kind of application,a structure that combines the main elements of both a prestressed box girder bridge and a cable-stayed bridge,1
small long-tailed lizard of arid areas of southwestern United States and northwestern Mexico,species of reptile,0
of or relating to John Maynard Keynes or to his economic theories,journal,0
"cheat somebody out of what is due, especially money","city district of Düsseldorf, Germany",0
yellow or orange leaf bug with four black stripes down the back; widespread in central and eastern North America,species of insect,1
of or relating to autotomy,self-amputation,1
a window that open by sliding horizontally,article,1
round one-inch Caribbean fruit with green leathery skin and sweet juicy translucent pulp; eaten like grapes,species of plant,1
baseball: hit a ball such that it is caught from an out in foul territory,illegal contact with an opponent in basketball,1
in a harmful manner,scientific journal article,1
a measuring instrument for measuring the light sensitivity of film over a range of exposures,"scientific study of light-sensitive materials, especially photographic film",1
a transportation system that operates over relatively short distances,railroad company that operates over a short distance,1
rules governing socially acceptable behavior,customary code of polite behaviour,1
a sexual attraction to children,article,0
an obvious change of public opinion or political sentiment that occurs without leadership or overt expression,painting by Edward Hopper,0
a horizontal structure that partitions a ship or box (especially one built close to the actual bottom),river in the United States of America,1
an equatorial current that flows west across the Pacific just north of the equator,North Equatorial Current in Atlantic Ocean,1
someone who advises you about fashionable clothing,someone who selects the clothing for publications or public appearances,1
near but not precisely at an end,article,1
a Bantu language,Wikimedia category,0
the trait of being meticulous about matters of taste or style,liquid or gel used for the growth of microorganisms or cells,1
an arch consisting of a horizontal lintel supported at each end by corbels that project into the aperture,structure that spans a space and supports a load,1
the most favorable position at the start of a race,first position on a motor-racing starting grid,1
a person who sniffs,TV series,0
having or showing interest; especially curiosity or fascination or concern,journal,0
clock that announces the hours with a sound like the call of the cuckoo,typically pendulum-regulated clock that strikes the hours with a sound like a common cuckoo's call,1
a keel-shaped constellation in the southern hemisphere; contains the start Canopus,constellation in the southern celestial hemisphere,1
the state of existing in reality; having substance,article,0
the distribution of stresses within a sentence,linguistics,1
in a tendentious manner,article,1
turn over and fall,action where a vessel turns on to its side or is upside down,1
a horsewhip once used by a driver of a buggy,tool traditionally used by humans to exert control over animals or other people,1
the ratio of live births in an area to the population of that area; expressed per 1000 population per year,conference paper,0
a ship canal in northeastern Egypt linking the Red Sea with the Mediterranean Sea,canal in Egypt between the Mediterranean Sea and the Red Sea,1
fancy domestic pigeon having blue-and-white plumage and heavily muffed feet,pigeon breed,1
constrict a hollow organ or vessel so as to stop the flow of blood or air,species of insect,1
the 9th letter of the Roman alphabet,category in the Filmiroda rating system,0
a potent vasopressor agent formed from angiotensin I,scientific journal article,1
wilfully obstinate; stubbornly disobedient,article,1
a cleric in the minor orders of the Eastern Orthodox Church who reads the lessons aloud in the liturgy (analogous to the lector in the Roman Catholic Church),family name,1
a musician who performs upon the viola da gamba,person who plays the viola da gamba,1
a genus of Loriinae,genus of parrot,1
an amphibious operation conducted for the purpose of deceiving the enemy and leading him into a course of action unfavorable to him,type of offensive military operations,1
the antiparticle of a neutrino,article,0
screen consisting of a figure of a horse behind which a hunter hides while stalking game,"episode of Magnum, P.I. (S6 E17)",1
of words; having many meanings,capacity for a sign to have multiple related meanings,1
a military formation leaving enough space between ranks to allow an inspecting officer to pass,2013 PDC darts tournament held in the UK,1
open (a place) to members of all races and ethnic groups,process of ending the separation of two groups usually referring to races,1
(physical chemistry) the pressure exerted by a solution necessary to prevent osmosis into that solution when it is separated from the pure solvent by a semipermeable membrane,article,0
a death that results from a wrongful act or from negligence; a death that can serve as the basis for a civil action for damages on behalf of the dead person's family or heirs,article,0
an apparatus for the electrical transmission of pictures,scientific instrument to measure electric charge or electrical potential difference,1
a headlong rush of people on a common impulse,act of mass impulse among herd of animals or a crowd of people,1
"dislodge from one's seat, as from a horse",live album by King Crimson,0
marriage of two people from different races or different religions or different cultures,marriage between two people from different countries,1
a husband who keeps house while his wife earns the family income,man whose main occupation is running or managing the family's home,1
overflow or cause to overflow while boiling,large metal pot for cooking or boiling over an open fire,1
the rate of flow of radiant energy (electromagnetic waves),techniques for measuring electromagnetic radiation,0
befitting a person of noble origin,person who either possess hereditary titles granted by a monarch or are related to such people,1
a unit of potential equal to one millionth of a volt,unit of measurement,1
remove sulfur from,removal of sulfur from a material,1
admit into a hospital,admission of a patient to a hospital,1
an elegant style of prose of the Elizabethan period; characterized by balance and antithesis and alliteration and extended similes with and allusions to nature and mythology,engineering and management school in Assam,1
a national park in Colorado containing prehistoric cliff dwellings; semiarid landscape,article,0
a military court for trying people charged with minor offenses in an occupied area,a series in the National Archives and Records Administration's holdings,1
occurring twice a month,media getting a new issue twice a month,1
especially not,Wikimedia list article,1
a portable rocket launcher used by infantrymen as an antitank weapon,man-portable recoilless rocket antitank weapon,1
food and game fish of marine and fresh waters of northwestern coast of North America,cell line,0
the economic policy of F. D. Roosevelt,largest and most ambitious United States federal government New Deal agency,0
silvery topminnow with rows of black spots of tropical North America and West Indies; important in mosquito control,article,0
a pate made from duck liver,spread made from the liver of a fattened duck or goose,1
a major biotic community characterized by the dominant forms of plant life and the prevailing climate,article,0
sore on a horseback rider chafed by a saddle,article,1
small rough-barked locust of southeastern United States having racemes of pink flowers and glutinous branches and seeds,species of plant,1
the act of intimidating a weaker person to make them do something,intentional behavior that causes a person to fear injury or harm,1
in an unconventional manner,scientific journal article,1
lacking piety or reverence for a god,album by Impious Havoc,0
inflammation of the mucous membrane of the mouth,species of virus,0
with forgiveness; in a forgiving manner,"renunciation or cessation of resentment, indignation or anger",1
large anadromous lamprey sometimes used as food; destructive of native fish fauna in the Great Lakes,article,0
the use of ultrasonography to measure the length of the eyeball,clinical trial,1
erect annual of tropical central Asia and Africa having a pair of divergent spines at most leaf nodes,Wikimedia category,0
a surface forming part of the outside of an object,neighborhood in Manhattan,0
the Yuman language spoken by the Cocopa,indigenous people of the southwestern United States and northwestern Mexico,0
an Iranian language spoken in Afghanistan and Pakistan; the official language of Afghanistan,Indo-Iranian language spoken in Afghanistan,1
a muzzle-loading shoulder gun with a long barrel; formerly used by infantrymen,musket during the Napoleonic Era,0
relating to a millennium or span of a thousand years,article,0
British colonial administrator who founded Singapore (1781-1826),British statesman who founded Singapore,1
vermiform protozoans parasitic in insects and other invertebrates,subclass of protists,1
a piece of stored information that is used to identify an item in an information storage and retrieval system,final result of a logic and mathematical procedure which transforms chemical information encoded within a symbolic representation of a molecule into a useful number or the result of some standardized experiment; concept from cheminformatics,1
a notch cut in the trunk of tree in order to determine the direction of its fall,article,0
of or relating to immunochemistry,article,0
someone who teaches music,"English composer, conductor, and music teacher",0
oil obtained from mustard seeds and used in making soap,chemical compound,0
the quality of having great facility and competence,article,0
a small comb suitable for carrying in a pocket,"toothed device used for styling, cleaning and managing hair and scalp",1
a wrench for turning a tap to create an internal screw thread,hand tool used to turn taps or other small tools,1
(historical linguistics) an explanation of the historical origins of a word or phrase,article,0
a factor whose effects cannot be accurately assessed,"four issues that should not be thought about, since this distracts from practice, and hinders the attainment of liberation",1
"one of four subclasses or superorders of Monocotyledones; comprises about 19,000 species in 25 families of mostly terrestrial herbs especially of moist places including: Cyperaceae; Gramineae; Bromeliaceae; and Zingiberaceae",Wikimedia category,0
in a cumulative manner,article,1
an early spring variety of discomycete with yellow to orange yellow lining of the cup,species of fungus,1
one who shortens or abridges or condenses a written work,one who shortens or condenses an original work,1
the act of emerging,scientific journal article,1
cause to experience shipwreck,album,0
a reformer who believes in passive resistance,article,0
removal of a breast leaving the underlying muscles and the lymph nodes intact,surgical removal of one or both breasts,1
pan under a refrigerator for collecting liquid waste,drawing in the National Gallery of Art (NGA 20345),0
that may be accepted or conceded,A grading for heritage structures in Kolkata where no external change is permissible,1
a job action in which workers cause a slowdown by doing only the minimum amount required by the rules of the workplace,industrial action in which employees do no more than the minimum required by the rules of their contract,1
(physics) the tendency of a body to maintain its state of rest or uniform motion unless acted upon by an external force,1998 single by Massive Attack,1
reaching a higher intensity,"process of using any soft material or mass to fill out or heighten, cushion, or protect",1
a fullerene molecule having a cylindrical or toroidal shape,article,0
outgrown garment passed down from one person to another,song performed by Jerry Lee Lewis,0
mentioned or named earlier in the same text,"county in Florida, United States of America",1
an Asian skiff usually propelled by two oars,"in linguistics, the process of forming a new word on the basis of an existing one",1
of or relating to Samuel Taylor Coleridge or his writings,"English poet, literary critic and philosopher",1
a newspaper advertisement stating what is wanted,"form of advertising which is particularly common in newspapers, online and other periodicals",1
a hand tool that is used to hold or twist a nut or bolt,tool used to provide grip and mechanical advantage,1
relating to or determined by or in context,scientific journal article,1
the quality of not having hair,genus of plants,0
erect dense shrub native to western Iberian peninsula having profuse white or pink flowers; naturalized in southwestern England,species of plant,1
the act of getting two players out on one play,making two outs during the same play in baseball,1
an arm of the North Atlantic between Great Britain and Ireland,article,0
statistically possible though highly improbable,peer-reviewed scientific journal,1
the 4th letter of the Roman alphabet,"researcher, Professor",0
an ideological defector from the party line (especially from orthodox communism),person who expresses a deviation: an abnormality or departure,1
the absence of sound,race horse,0
(Greek mythology) the priest of Apollo who warned the Trojans to beware of Greeks bearing gifts when they wanted to accept the Trojan Horse; a god who favored the Greeks (Poseidon or Athena) sent snakes who coiled around Laocoon and his two twin sons killing them,genus of crustaceans,0
of or relating to a woman who has given birth only once,article,1
(astronomy) the formation of a celestial object by the effect of gravity pulling together surrounding objects and gases,scientific journal article,1
with excitement; in an excited manner,article,0
small semi-evergreen shrubby tree of southeastern United States having hairy young branchlets and leaves narrowing to a slender bristly point,article,0
an air gun used in the game of paintball; designed to simulate a semiautomatic,main piece of equipment in the sport of paintball,1
be in effect; be or remain in force,article,0
a trivalent metallic element of the rare earth group; forms compounds that are highly magnetic,element with the atomic number of 66,1
the use of language to perform some act,doctoral thesis by Peter Wilfred Hesling Smith,0
a double salt used in Seidlitz powder; acts as a cathartic,article,0
a distinction drawn on the basis of contrast,article,1
a medicine made by mixing a substance in glycerin,chemical compound,1
happening or done before and in preparation for a surgical operation,article,1
"woolly-stemmed biennial arborescent shrub of tropical Africa and southern Asia having silvery-white prickly branches, clusters of blue or white flowers, and bright red berries resembling holly berries",species of plant,1
an ax that has a long handle and a head with one cutting edge and a point on the other side,drawing in the National Gallery of Art (NGA 22324),1
(Greek mythology) one of the three Gorgons,female creature in Greek mythology,1
more aromatic and acidic than oranges,article,0
the body of an adult human being,article,0
southern United States hawthorn with pinnately lobed leaves,species of plant,1
an epithet for Jupiter,"Roman god, protector of boundary markers",1
a colonnade surrounding a building or enclosing a court,continuous porch formed by a row of columns surrounding the perimeter of building or a courtyard,1
any of numerous small food fishes; especially those caught with hook and line and not available on the market,edible game fish that usually doesn't outgrow the size of a frying pan,1
get used to a certain climate,article,0
skill in carving or fashioning objects from wood,Process of making objects from wood,1
unaffected by penicillin,article,1
the 11th letter of the Greek alphabet,letter in the Greek alphabet,1
a rigid metal bar between the front suspensions and between the rear suspensions of cars and trucks; serves to stabilize the chassis,company in the Czech Republic,0
an advocate of neutrality in international affairs,article,0
German pope from 1049 to 1054 whose papacy was the beginning of papal reforms in the 11th century (1002-1054),researcher,0
the season when hockey is played,53rd season of the Dutch Eredivisie ice hockey league,1
tending to become more severe or wider in scope,pharmaceutical compound active against retroviruses,1
a group of islands in the eastern West Indies,Wikimedia list article,0
to put down by force or authority,"legal action which is brought, regardless of its merits, solely to harass or subdue an adversary",1
an apple used primarily for eating raw without cooking,apple cultivar that produces cooking apples which are also sour eating apples,0
predacious on other insects; usually brightly colored or metallic,article,0
in a hierarchical manner,article,1
any Christian religion that believes the second coming of Christ is imminent,Christian church,0
relating to both social and cultural matters,Role of social change in society,1
information that is incorrect,article,0
a suction pump used to remove the contents of the stomach,medical procedure to clean out the contents of the stomach,1
a verse line having ten syllables,verse with ten syllables per line,1
containing or secreting mucus,"slippery secretion produced by, and covering, mucous membranes",1
(music) the presentation of a musical theme,statement issued by a US president on a matter of public policy,1
a primary in which any registered voter can vote (but must vote for candidates of only one party),election that narrows the field of candidates before an election for office,1
opacity to X-rays or other radiation,article,1
a carbonate of ammonium; used in the manufacture of smelling salts and baking powder and ammonium compounds,publication,0
the quality of being inaccurate and having errors,Closeness to true value or to each other,1
nocturnal yellowish-brown mouse inhabiting woods and fields and gardens,species of rodent,1
an ornament worn around the ankle,house arrest,0
a glycoside derived from glucose,"Catalysis of the hydrolysis of terminal, non-reducing beta-D-glucose residues with release of beta-D-glucose.",0
a definition that gives an exact equivalent of the term defined,article,1
a Latin cross with a ring surrounding the intersection,form of Christian cross with a ring surrounding the intersection of the vertical and horizontal members,1
a bone of the leg,bone of the leg,1
a photographic plate measuring 3.25 inches by 4.25 inches,standardized set of characteristics for photographic film,1
engage in an aerial battle with another fighter plane,2004 single by Move,0
a flat metal tumbler in a lever lock,Inventor of the lever tumbler lock,1
prepared to accurately process date and time data between and into the 20th and 21st centuries,problem for digital and non-digital documentation and data storage situations,1
Australian and Tasmanian lizards,article,0
the chamber on the left side of the heart that receives arterial blood from the left atrium and pumps it into the aorta,chamber of the human heart,0
a plastic consisting of phenolic resins,chemical compound,1
capital and largest city of Slovakia,region of Slovakia,0
diuretic drug (trade name Naqua) used to treat hypertension,chemical compound,1
possessing or requiring limited skills,"worker who has special skill, training, knowledge, and (usually acquired) ability in their work",1
not sexually aroused or arousing,single by Alanis Morissette,1
a wooden framework on which canvas is stretched and fixed for oil painting,"masonry produced by a bricklayer, using bricks and mortar",0
massive herbivorous mammals having tusks and a long trunk,family of mammals,1
a record of events in the order of their occurrence,article,0
an ethnic quality or affiliation resulting from racial or cultural ties,socially defined category of people who identify with each other,1
a piece of armor plate below the breastplate,Analytical chemist,0
a tight-fitting hat with visors front and back; formerly worn by hunters,"cap with visors at front and back, often with earflaps tied on top",1
an edible fungus with a broadly convex blackish brown cap and a pore surface that is yellow when young and darkens with age; stalk is thick and enlarges toward the base,species of fungus,1
a former political party in the United States; formed in 1936 in New York when labor and liberals bolted the Democratic Party,"former U.S. political party, 1936–1956",1
an act of explaining that serves to clear up and cast light on,scientific journal article,1
cripple by cutting the hamstring,any of the three tendons contracted by three posterior thigh muscles,1
false asphodel having spikes of white flowers; of mountainous regions of Europe,Wikimedia category,0
cause to burn rapidly and with great intensity,combustion propagating through heat transfer (different from detonation),1
a pale buff fungus with tawny scales,species of fungus,1
a Marxist-Leninist terrorist organization that conducted several attacks in western Europe,political party,1
(brewing) a process in which part of the mash is removed and boiled and then returned,heating grain and water into mash,1
a handkerchief that is carried in a pocket,species of plant,0
one species: salt tree,Wikimedia template,0
instinctively or temperamentally seeking and enjoying the company of others,article,1
incorrect pronunciation,"musical character in the musical Hurt Locker; an Iraqi girl (filling in for her sister Adele Dazeem, a reference to John Travolta's infamous mispronunciation of Idina Menzel at the 86th Academy Awards)",1
a number or quantity of related things dealt with as a unit,rural area earmarked for administration and development in India,1
(genetics) genetic variation in a DNA sequence that occurs when a single nucleotide in a genome is altered; SNPs are usually considered to be point mutations that have been evolutionarily successful enough to recur in a significant proportion of the population of a species,article,0
causes brown rot in tomatoes and potatoes and tobacco etc,species of bacterium,1
either of two values that locate a point on a plane by its distance from a fixed pole and its angle from a fixed line passing through the pole,polar coordinate system for the visual field,0
put into the required condition beforehand,scientific journal article,0
a day boarder who is a boy,"type of school where students are given instruction during the day, after which they return to their homes",1
relatively large lima beans,"Philadelphia, Pa. :W. Atlee Burpee & Co.,1897. | U.S. Department of Agriculture, National Agricultural Library",0
an afternoon party at which cocktails are served,performing arts production,0
container for preserving historical records to be discovered at some future time,cache of goods or data secured for some time to be opened at a date in the future,1
a disease seen in patients with lung cancer and characterized by weakness and fatigue of hip and thigh muscles and an aching back; caused by antibodies directed against the neuromuscular junctions,mammalian protein found in Homo sapiens,0
a mechanism for advancing film in a camera or projector,A film screening is the displaying of a motion picture or film in a special showing,1
disposed to venture or take risks,class of British aircraft carriers,0
of no value,journal article; published in The American Journal of Bioethics in 2015,1
a complete payment consisting of a single sum of money,"a single payment of money, as opposed to a series of payments made over time",1
flesh of large trout of northern lakes,species of fish,1
American purple gallinule,species of bird,1
a form of microscopic examination of living material by scattered light; specimens appear luminous against a dark background,WetzlarF. Schnitzler wwe. u. kinder19--? | University of California Libraries (archive.org) View Book,1
a football official,game administrator in American football,1
the intermediate photograph (or photographic record) that contains information for reproducing a three-dimensional image by holography,Epica album,0
one who sells goods on the installment plan,"Hurstbourne Tarrant, Test Valley, Hampshire, SP11",1
genus of herbs with flowers that resemble gentian; in some classifications included in genus Gentiana,species of plant,0
animal constituent of plankton; mainly small crustaceans and fish larvae,organisms that live in the water column and are incapable of swimming against a current,1
a tranquilizer (trade name Mellaril) used to treat schizophrenia and other psychotic disorders,chemical compound,1
a fireproof theater curtain to be dropped in case of fire,1918 film by Sidney Franklin,0
"put out of its usual place, position, or relationship","portion of an object that is torn, broken off from, or dislocated from its original whole",1
coming after the climax especially of a dramatic or narrative plot,point of highest tension in narrative,1
an amendment to the Constitution of the United States adopted in 1920; guarantees that no state can deny the right to vote on the basis of sex,To permit the state to sign the Good Friday Agreement,1
a fluorescence that persists after the bombarding radiation has ceased,article,1
an especially dangerous and generally fatal form of the plague in which infecting organisms invade the bloodstream; does not spread from person to person,contagious and frequently fatal human disease,1
of or relating to or concerning the American colonies during and immediately after the American Revolutionary War,army formed after the outbreak of the American Revolutionary War,1
an inn (usually outside city limits on a main road) providing meals and liquor and dancing and (sometimes) gambling,commercial establishment typically built on or near a major road,1
a belief that priests can act as mediators between human beings and God,belief,1
the act of sprinkling water in baptism (rare),"act of sprinkling with water, especially holy water, in a religious context",1
an occupant who owns the home that he/she lives in,article,1
a small island,scientific journal,0
tree of western United States,species of plant,0
returning to health after illness or debility,type of leave from work intended for medical events,0
oil from the germs of corn grains,Oil from the seeds of Zea mays L.,1
the act of asserting yourself in an aggressive manner,doctoral thesis by A. J. Berman,0
a now rare complication of vaccinia superimposed on atopic dermatitis with high fever and generalized vesicles and papulovesicles,article,1
sometimes placed in family Hyacinthaceae,genus of plants,1
riding horses in competitions over set courses to demonstrate skill in jumping over obstacles,part of a group of English riding equestrian events,1
a hardy cabbage with coarse curly leaves that do not form a head,edible annual plant,0
not admitting of passage or capable of being affected,article,1
a flat resulting from repeated deposits of alluvial material by running water,article,1
a person who translates written messages from one language to another,person who translates text from one language to another,1
the juice of grapefruits,article,0
having or characterized by or consisting of ten syllables,verse with ten syllables per line,1
nonsteroidal anti-inflammatory (trade name Torodal) that is given only orally,chemical compound,0
emitting light not caused by heat,article,1
bushy subshrub having flower heads that resemble asters with broad white rays; found in desert areas of Arizona east to Kansas and south to Mexico,species of plant,1
in an appealing but bold manner,"character from Shakespeare's ""Midsummer Night's Dream"" play",0
the process of translating photographs into a digital form that can be recognized by a computer,article,0
added to or made greater in amount or number or strength,article,0
a unit of information equal to 1024 zebibits or 2^80 bits,unit of information,1
antibacterial (trade name Dynapen) used to treat staphylococcal infections that are resistant to penicillin,chemical compound,1
"ice resembling a pendent spear, formed by the freezing of dripping water",spike of ice formed by water dripping and freezing,1
special nerve endings in the muscles and tendons and other organs that respond to stimuli regarding the position and movement of the body,sense of the relative position of one's own parts of the body and strength of effort being employed in movement,1
fill or meet a want or need,barrier that impounds water or underground streams,0
of plants and animals; not growing or living in groups or colonies,animals and plants that live alone,1
a genetic disease (autosomal recessive) in which an enzyme needed to metabolize galactose is deficient or absent; typically develops shortly after birth,carbohydrate metabolic disorder that involves a defect in galactose metabolism resulting in toxic levels of galactose 1-phosphate in various tissues,1
the quality of being deceptive,article,0
(Greek mythology) the wife of Cepheus and mother of Andromeda,Finnish mixed choir,0
a tree planted or valued chiefly for its shade from sunlight,tree grown specifically for its shade,1
one genus; usually included in family Hydrangeaceae,family of plants,1
a deep inlet of the Atlantic Ocean in Rhode Island,"bay comprising 28 miles of coastline in the state of Rhode Island, USA",1
the chief satyr in the service of Bacchus; father of Dionysus; usually depicted as drunk and jolly and riding a donkey,species of insect,0
plastic surgery of the nerves,clinical trial,1
the beginning of a trail,"emigrant route from Nauvoo, Illinois, to Salt Lake City, Utah, USA",0
advanced carnivorous theropod,Wikimedia template,0
a juvenile between the onset of puberty and maturity,journal,0
wade or dabble in a puddle,album by Puddle of Mudd,0
abusive or venomous language used to express blame or censure or bitter deep-seated ill will,"abusive, reproachful, or venomous language used to express blame or censure",1
made coarse or crude by lack of skill,article,1
furry short-limbed tailless rodent resembling a true mole in habits and appearance; of eastern Europe and Middle East,species of mammal,0
a meeting of people to develop mutual understanding by freely expressing emotions,article,1
a layer placed between other layers,article,1
